token_index,token,label,is_switch_point,switch_to,iob_label
133,kyi,auto,False,,I-auto
134,rten,auto,False,,I-auto
135,du,auto,False,,I-auto
136,snang,auto,False,,I-auto
137,ba,auto,False,,I-auto
138,/,auto,False,,I-auto
139,sangs,auto,False,,I-auto
140,rgyas,auto,False,,I-auto
141,dang,auto,False,,I-auto
142,byang,auto,False,,I-auto
143,chub,auto,False,,I-auto
144,sems,auto,False,,I-auto
145,dpa'i,auto,False,,I-auto
146,gzugs,auto,False,,I-auto
147,rnams,auto,False,,I-auto
148,su,auto,False,,I-auto
149,theg,auto,False,,I-auto
150,pa,auto,False,,I-auto
151,che,auto,False,,I-auto
152,chung,auto,False,,I-auto
153,gi,auto,False,,I-auto
154,tshul,auto,False,,I-auto
155,na,auto,False,,I-auto
156,tshogs,auto,False,,I-auto
157,las,auto,False,,I-auto
158,grags,auto,False,,I-auto
159,par,auto,False,,I-auto
160,snang,auto,False,,I-auto
161,ba'i,auto,False,,I-auto
162,bdag,auto,False,,I-auto
163,nyid,auto,False,,I-auto
164,de,auto,False,,I-auto
165,rnams,auto,False,,I-auto
166,kyang,auto,False,,I-auto
167,'phags,auto,False,,I-auto
168,pa,auto,False,,I-auto
169,'jam,auto,False,,I-auto
170,dpal,auto,False,,I-auto
171,zhes,auto,False,,I-auto
172,'dod,auto,False,,I-auto
173,do,auto,False,,I-auto
174,/,auto,False,,I-auto
175,/,auto,False,,I-auto
176,'dir,auto,False,,I-auto
177,dris,auto,False,,I-auto
178,pa,auto,False,,I-auto
179,/,auto,False,,I-auto
180,sangs,auto,False,,I-auto
181,rgyas,auto,False,,I-auto
182,thams,auto,False,,I-auto
183,cad,auto,False,,I-auto
184,kyi,auto,False,,I-auto
185,gnyis,auto,False,,I-auto
186,su,auto,False,,I-auto
187,med,auto,False,,I-auto
188,pa'i,auto,False,,I-auto
189,ye,auto,False,,I-auto
190,shes,auto,False,,I-auto
191,kyi,auto,False,,I-auto
192,/,auto,False,,I-auto
193,bdag,auto,False,,I-auto
194,nyid,auto,False,,I-auto
195,'phags,auto,False,,I-auto
196,pa,auto,False,,I-auto
197,'jam,auto,False,,I-auto
198,dpal,auto,False,,I-auto
199,yin,auto,False,,I-auto
200,na,auto,False,,I-auto
201,/,auto,False,,I-auto
202,phyogs,auto,False,,I-auto
203,bcu,auto,False,,I-auto
204,dus,auto,False,,I-auto
205,gsum,auto,False,,I-auto
206,gyi,auto,False,,I-auto
207,sangs,auto,False,,I-auto
208,rgyas,auto,False,,I-auto
209,rnams,auto,False,,I-auto
210,kyi,auto,False,,I-auto
211,so,auto,False,,I-auto
212,so,auto,False,,I-auto
213,rang,auto,False,,I-auto
214,gis,auto,False,,I-auto
215,rig,auto,False,,I-auto
216,pa'i,auto,False,,I-auto
217,ye,auto,False,,I-auto
218,shes,auto,False,,I-auto
219,rnams,auto,False,,I-auto
220,chos,auto,False,,I-auto
221,can,auto,False,,I-auto
222,gcig,auto,False,,I-auto
223,gam,auto,False,,I-auto
224,tha,auto,False,,I-auto
225,dad,auto,False,,I-auto
226,pa,auto,False,,I-auto
227,zhig,auto,False,,I-auto
228,yin,auto,False,,I-auto
229,/,auto,False,,I-auto
230,de,auto,False,,I-auto
231,bzhin,auto,False,,I-auto
232,du,auto,False,,I-auto
233,de'i,auto,False,,I-auto
234,chos,auto,False,,I-auto
235,nyid,auto,False,,I-auto
236,dang,auto,False,,I-auto
237,de'i,auto,False,,I-auto
238,mdzad,auto,False,,I-auto
239,pa'ang,auto,False,,I-auto
240,gcig,auto,False,,I-auto
241,gam,auto,False,,I-auto
242,tha,auto,False,,I-auto
243,dad,auto,False,,I-auto
244,pa,auto,False,,I-auto
245,zhig,auto,False,,I-auto
246,zhe,auto,False,,I-auto
247,na,auto,False,,I-auto
248,/,auto,False,,I-auto
249,smras,auto,False,,I-auto
250,pa,auto,False,,I-auto
251,/,auto,False,,I-auto
252,de,auto,False,,I-auto
253,ni,auto,False,,I-auto
254,'di,auto,False,,I-auto
255,ltar,auto,False,,I-auto
256,rig,auto,False,,I-auto
257,par,auto,False,,I-auto
258,bya,auto,False,,I-auto
259,ste,auto,False,,I-auto
260,/,auto,False,,I-auto
261,kha,auto,False,,I-auto
262,cig,auto,False,,I-auto
263,ni,auto,False,,I-auto
264,tshul,auto,False,,I-auto
265,las,auto,False,,I-auto
266,ni,auto,False,,I-auto
267,/,auto,False,,I-auto
268,de,auto,False,,I-auto
269,bzhin,auto,False,,I-auto
270,gshegs,auto,False,,I-auto
271,pa,auto,False,,I-auto
272,rnams,auto,False,,I-auto
273,ni,auto,False,,I-auto
274,ye,auto,False,,I-auto
275,shes,auto,False,,I-auto
276,kyi,auto,False,,I-auto
277,rgyud,auto,False,,I-auto
278,kyang,auto,False,,I-auto
279,tha,auto,False,,I-auto
280,dad,auto,False,,I-auto
281,/,auto,False,,I-auto
282,de'i,auto,False,,I-auto
283,chos,auto,False,,I-auto
284,nyid,auto,False,,I-auto
285,dang,auto,False,,I-auto
286,/,auto,False,,I-auto
287,de'i,auto,False,,I-auto
288,mdzad,auto,False,,I-auto
289,pa'ang,auto,False,,I-auto
290,tha,auto,False,,I-auto
291,dad,auto,False,,I-auto
292,de,auto,False,,I-auto
293,/,auto,False,,I-auto
294,'on,auto,False,,I-auto
295,kyang,auto,False,,I-auto
296,rnam,auto,False,,I-auto
297,pa,auto,False,,I-auto
298,bzhi'i,auto,False,,I-auto
299,sgo,auto,False,,I-auto
300,nas,auto,False,,I-auto
301,mtshungs,auto,False,,I-auto
302,pa,auto,False,,I-auto
303,yin,auto,False,,I-auto
304,no,auto,False,,I-auto
305,/,auto,False,,I-auto
306,/,auto,False,,I-auto
307,bzhi,auto,False,,I-auto
308,gang,auto,False,,I-auto
309,zhe,auto,False,,I-auto
310,na,auto,False,,I-auto
311,/,auto,False,,I-auto
312,chos,auto,False,,I-auto
313,mtshungs,auto,False,,I-auto
314,pa,auto,False,,I-auto
315,dang,auto,False,,I-auto
316,/,auto,False,,I-auto
317,sku,auto,False,,I-auto
318,mtshungs,auto,False,,I-auto
319,pa,auto,False,,I-auto
320,dang,auto,False,,I-auto
321,/,auto,False,,I-auto
322,gsung,auto,False,,I-auto
323,mtshungs,auto,False,,I-auto
324,pa,auto,False,,I-auto
325,dang,auto,False,,I-auto
326,/,auto,False,,I-auto
327,yi,auto,False,,I-auto
328,ge,auto,False,,I-auto
329,mtshungs,auto,False,,I-auto
330,pa'o,auto,False,,I-auto
331,zhes,auto,False,,I-auto
332,'dod,auto,False,,I-auto
333,do,auto,False,,I-auto
334,/,auto,False,,I-auto
335,/,auto,False,,I-auto
336,kha,auto,False,,I-auto
337,cig,auto,False,,I-auto
338,gi,auto,False,,I-auto
339,tshul,auto,False,,I-auto
340,las,auto,False,,I-auto
341,ni,auto,False,,I-auto
342,/,auto,False,,I-auto
343,ye,auto,False,,I-auto
344,shes,auto,False,,I-auto
345,ni,auto,False,,I-auto
346,gang,auto,False,,I-auto
347,zag,auto,False,,I-auto
348,gi,auto,False,,I-auto
349,rgyud,auto,False,,I-auto
350,so,auto,False,,I-auto
351,so,auto,False,,I-auto
352,las,auto,False,,I-auto
353,bsgrub,auto,False,,I-auto
354,pa'i,auto,False,,I-auto
355,phyir,auto,False,,I-auto
356,tha,auto,False,,I-auto
357,dad,auto,False,,I-auto
358,de,auto,False,,I-auto
359,/,auto,False,,I-auto
360,de'i,auto,False,,I-auto
361,chos,auto,False,,I-auto
362,nyid,auto,False,,I-auto
363,dang,auto,False,,I-auto
364,/,auto,False,,I-auto
365,mdzad,auto,False,,I-auto
366,pa,auto,False,,I-auto
367,dag,auto,False,,I-auto
368,ni,auto,False,,I-auto
369,'dres,auto,False,,I-auto
370,pa,auto,False,,I-auto
371,ste,auto,False,,I-auto
372,/,auto,False,,I-auto
373,tha,auto,False,,I-auto
374,dad,auto,False,,I-auto
375,med,auto,False,,I-auto
376,do,auto,False,,I-auto
377,zhes,auto,False,,I-auto
378,'dod,auto,False,,I-auto
379,do,auto,False,,I-auto
380,/,auto,False,,I-auto
381,/,auto,False,,I-auto
382,kha,auto,False,,I-auto
383,cig,auto,False,,I-auto
384,gi,auto,False,,I-auto
385,tshul,auto,False,,I-auto
386,las,auto,False,,I-auto
387,ni,auto,False,,I-auto
388,/,auto,False,,I-auto
389,bdag,auto,False,,I-auto
390,dang,auto,False,,I-auto
391,gzhan,auto,False,,I-auto
392,gyi,auto,False,,I-auto
393,rgyud,auto,False,,I-auto
394,du,auto,False,,I-auto
395,'byed,auto,False,,I-auto
396,pa,auto,False,,I-auto
397,ni,auto,False,,I-auto
398,bdag,auto,False,,I-auto
399,tu,auto,False,,I-auto
400,lta,auto,False,,I-auto
401,ba'i,auto,False,,I-auto
402,bag,auto,False,,I-auto
403,chags,auto,False,,I-auto
404,yin,auto,False,,I-auto
405,la,auto,False,,I-auto
406,/,auto,False,,I-auto
407,/,auto,False,,I-auto
408,bdag,auto,False,,I-auto
409,tu,auto,False,,I-auto
410,lta,auto,False,,I-auto
411,ba,auto,False,,I-auto
412,ni,auto,False,,I-auto
413,'khrul,auto,False,,I-auto
414,pa,auto,False,,I-auto
415,ste,auto,False,,I-auto
416,/,auto,False,,I-auto
417,des,auto,False,,I-auto
418,bskyed,auto,False,,I-auto
419,cing,auto,False,,I-auto
420,de'i,auto,False,,I-auto
421,dbang,auto,False,,I-auto
422,gis,auto,False,,I-auto
423,snang,auto,False,,I-auto
424,ba,auto,False,,I-auto
425,ni,auto,False,,I-auto
426,/,auto,False,,I-auto
427,de,auto,False,,I-auto
428,ltar,auto,False,,I-auto
429,bden,auto,False,,I-auto
430,pa,auto,False,,I-auto
431,ma,auto,False,,I-auto
432,yin,auto,False,,I-auto
433,pas,auto,False,,I-auto
434,/,auto,False,,I-auto
435,sems,auto,False,,I-auto
436,can,auto,False,,I-auto
437,gyi,auto,False,,I-auto
438,dus,auto,False,,I-auto
439,na,auto,False,,I-auto
440,yang,auto,False,,I-auto
441,rgyud,auto,False,,I-auto
442,tha,auto,False,,I-auto
443,dad,auto,False,,I-auto
444,mi,auto,False,,I-auto
445,'grub,auto,False,,I-auto
446,na,auto,False,,I-auto
447,/,auto,False,,I-auto
448,bdag,auto,False,,I-auto
449,tu,auto,False,,I-auto
450,lta,auto,False,,I-auto
451,ba'i,auto,False,,I-auto
452,mdud,auto,False,,I-auto
453,pa,auto,False,,I-auto
454,mi,auto,False,,I-auto
455,mnga',auto,False,,I-auto
456,ba'i,auto,False,,I-auto
457,sangs,auto,False,,I-auto
458,rgyas,auto,False,,I-auto
459,rnams,auto,False,,I-auto
460,la,auto,False,,I-auto
461,/,auto,False,,I-auto
462,ye,auto,False,,I-auto
463,shes,auto,False,,I-auto
464,tha,auto,False,,I-auto
465,dad,auto,False,,I-auto
466,kyi,auto,False,,I-auto
467,rgyud,auto,False,,I-auto
468,ga,auto,False,,I-auto
469,la,auto,False,,I-auto
470,grub,auto,False,,I-auto
471,ste,auto,False,,I-auto
472,/,auto,False,,I-auto
473,de,auto,False,,I-auto
474,bas,auto,False,,I-auto
475,na,auto,False,,I-auto
476,sangs,auto,False,,I-auto
477,rgyas,auto,False,,I-auto
478,rnams,auto,False,,I-auto
479,la,auto,False,,I-auto
480,ni,auto,False,,I-auto
481,rgyud,auto,False,,I-auto
482,tha,auto,False,,I-auto
483,dad,auto,False,,I-auto
484,pa,auto,False,,I-auto
485,dang,auto,False,,I-auto
486,/,auto,False,,I-auto
487,rgyud,auto,False,,I-auto
488,tha,auto,False,,I-auto
489,dad,auto,False,,I-auto
490,pas,auto,False,,I-auto
491,don,auto,False,,I-auto
492,mdzad,auto,False,,I-auto
493,pa,auto,False,,I-auto
494,dang,auto,False,,I-auto
495,/,auto,False,,I-auto
496,de,auto,False,,I-auto
497,bzhin,auto,False,,I-auto
498,du,auto,False,,I-auto
499,tshul,auto,False,,I-auto
500,tha,auto,False,,I-auto
501,dad,auto,False,,I-auto
502,pas,auto,False,,I-auto
503,don,auto,False,,I-auto
504,mdzad,auto,False,,I-auto
505,pa,auto,False,,I-auto
506,dang,auto,False,,I-auto
507,/,auto,False,,I-auto
508,zhing,auto,False,,I-auto
509,tha,auto,False,,I-auto
510,dad,auto,False,,I-auto
511,du,auto,False,,I-auto
512,don,auto,False,,I-auto
513,mdzad,auto,False,,I-auto
514,pa,auto,False,,I-auto
515,dang,auto,False,,I-auto
516,/,auto,False,,I-auto
517,dus,auto,False,,I-auto
518,tha,auto,False,,I-auto
519,dad,auto,False,,I-auto
520,du,auto,False,,I-auto
521,don,auto,False,,I-auto
522,mdzad,auto,False,,I-auto
523,pa,auto,False,,I-auto
524,mi,auto,False,,I-auto
525,mnga',auto,False,,I-auto
526,ste,auto,False,,I-auto
527,/,auto,False,,I-auto
528,ji,auto,False,,I-auto
529,srid,auto,False,,I-auto
530,du,auto,False,,I-auto
531,theg,auto,False,,I-auto
532,pa,auto,False,,I-auto
533,che,auto,False,,I-auto
534,chung,auto,False,,I-auto
535,gi,auto,False,,I-auto
536,gsung,auto,False,,I-auto
537,rab,auto,False,,I-auto
538,rnams,auto,False,,I-auto
539,las,auto,False,,I-auto
540,'phags,auto,False,,I-auto
541,pa,auto,False,,I-auto
542,'jam,auto,False,,I-auto
543,dpal,auto,False,,I-auto
544,zhes,auto,False,,I-auto
545,grags,auto,False,,I-auto
546,pa,auto,False,,I-auto
547,dang,auto,False,,I-auto
548,/,auto,False,,I-auto
549,spyan,auto,False,,I-auto
550,ras,auto,False,,I-auto
551,gzigs,auto,False,,I-auto
552,dbang,auto,False,,I-auto
553,phyug,auto,False,,I-auto
554,dang,auto,False,,I-auto
555,/,auto,False,,I-auto
556,phyag,auto,False,,I-auto
557,na,auto,False,,I-auto
558,rdo,auto,False,,I-auto
559,rje,auto,False,,I-auto
560,zhe'am,auto,False,,I-auto
561,/,auto,False,,I-auto
562,sangs,auto,False,,I-auto
563,rgyas,auto,False,,I-auto
564,shakya,auto,False,,I-auto
565,thub,auto,False,,I-auto
566,pa,auto,False,,I-auto
567,dang,auto,False,,I-auto
568,/,auto,False,,I-auto
569,mar,auto,False,,I-auto
570,me,auto,False,,I-auto
571,mdzad,auto,False,,I-auto
572,dang,auto,False,,I-auto
573,/,auto,False,,I-auto
574,byams,auto,False,,I-auto
575,pa,auto,False,,I-auto
576,zhe'am,auto,False,,I-auto
577,/,auto,False,,I-auto
578,rnam,auto,False,,I-auto
579,par,auto,False,,I-auto
580,snang,auto,False,,I-auto
581,mdzad,auto,False,,I-auto
582,dang,auto,False,,I-auto
583,/,auto,False,,I-auto
584,mi,auto,False,,I-auto
585,bskyod,auto,False,,I-auto
586,pa,auto,False,,I-auto
587,dang,auto,False,,I-auto
588,/,auto,False,,I-auto
589,dkon,auto,False,,I-auto
590,mchog,auto,False,,I-auto
591,dpal,auto,False,,I-auto
592,zhes,auto,False,,I-auto
593,bya,auto,False,,I-auto
594,ba,auto,False,,I-auto
595,srtsogs,auto,False,,I-auto
596,par,auto,False,,I-auto
597,grags,auto,False,,I-auto
598,pa,auto,False,,I-auto
599,longs,auto,False,,I-auto
600,spyod,auto,False,,I-auto
601,rdzogs,auto,False,,I-auto
602,pa,auto,False,,I-auto
603,dang,auto,False,,I-auto
604,sprul,auto,False,,I-auto
605,pa'i,auto,False,,I-auto
606,skur,auto,False,,I-auto
607,grags,auto,False,,I-auto
608,shing,auto,False,,I-auto
609,/,auto,False,,I-auto
610,so,auto,False,,I-auto
611,so'i,auto,False,,I-auto
612,gdul,auto,False,,I-auto
613,bya,auto,False,,I-auto
614,dang,auto,False,,I-auto
615,/,auto,False,,I-auto
616,zhing,auto,False,,I-auto
617,khams,auto,False,,I-auto
618,dang,auto,False,,I-auto
619,/,auto,False,,I-auto
620,tshul,auto,False,,I-auto
621,dang,auto,False,,I-auto
622,/,auto,False,,I-auto
623,bstan,auto,False,,I-auto
624,pa,auto,False,,I-auto
625,dang,auto,False,,I-auto
626,/,auto,False,,I-auto
627,dus,auto,False,,I-auto
628,tha,auto,False,,I-auto
629,dad,auto,False,,I-auto
630,du,auto,False,,I-auto
631,ye,auto,False,,I-auto
632,shes,auto,False,,I-auto
633,chen,auto,False,,I-auto
634,po'i,auto,False,,I-auto
635,rten,auto,False,,I-auto
636,du,auto,False,,I-auto
637,snang,auto,False,,I-auto
638,ba,auto,False,,I-auto
639,thams,auto,False,,I-auto
640,cad,auto,False,,I-auto
641,kyang,auto,False,,I-auto
642,/,auto,False,,I-auto
643,sangs,auto,False,,I-auto
644,rgyas,auto,False,,I-auto
645,thams,auto,False,,I-auto
646,cad,auto,False,,I-auto
647,kyi,auto,False,,I-auto
648,gnyis,auto,False,,I-auto
649,su,auto,False,,I-auto
650,med,auto,False,,I-auto
651,pa'i,auto,False,,I-auto
652,ye,auto,False,,I-auto
653,shes,auto,False,,I-auto
654,kyis,auto,False,,I-auto
655,chos,auto,False,,I-auto
656,nyid,auto,False,,I-auto
657,rtogs,auto,False,,I-auto
658,pa'i,auto,False,,I-auto
659,dbang,auto,False,,I-auto
660,dang,auto,False,,I-auto
661,/,auto,False,,I-auto
662,sngon,auto,False,,I-auto
663,gyi,auto,False,,I-auto
664,smon,auto,False,,I-auto
665,lam,auto,False,,I-auto
666,dang,auto,False,,I-auto
667,thugs,auto,False,,I-auto
668,rje'i,auto,False,,I-auto
669,shugs,auto,False,,I-auto
670,kyis,auto,False,,I-auto
671,gdul,auto,False,,I-auto
672,bya,auto,False,,I-auto
673,dkar,auto,False,,I-auto
674,po'i,auto,False,,I-auto
675,bag,auto,False,,I-auto
676,chags,auto,False,,I-auto
677,dang,auto,False,,I-auto
678,ldan,auto,False,,I-auto
679,pa',auto,False,,I-auto
680,i,auto,False,,I-auto
681,blo,auto,False,,I-auto
682,la,auto,False,,I-auto
683,so,auto,False,,I-auto
684,sor,auto,False,,I-auto
685,snang,auto,False,,I-auto
686,ba,auto,False,,I-auto
687,tsam,auto,False,,I-auto
688,gyis,auto,False,,I-auto
689,phye,auto,False,,I-auto
690,ba,auto,False,,I-auto
691,la,auto,False,,I-auto
692,gtogs,auto,False,,I-auto
693,pa,auto,False,,I-auto
694,sangs,auto,False,,I-auto
695,rgyas,auto,False,,I-auto
696,rnams,auto,False,,I-auto
697,kyi,auto,False,,I-auto
698,dbang,auto,False,,I-auto
699,du,auto,False,,I-auto
700,ni,auto,False,,I-auto
701,bye,auto,False,,I-auto
702,brag,auto,False,,I-auto
703,phra,auto,False,,I-auto
704,mo,auto,False,,I-auto
705,tsam,auto,False,,I-auto
706,yang,auto,False,,I-auto
707,rnyed,auto,False,,I-auto
708,pa,auto,False,,I-auto
709,ma,auto,False,,I-auto
710,yin,auto,False,,I-auto
711,no,auto,False,,I-auto
712,/,auto,False,,I-auto
713,/,auto,False,,I-auto
714,de,auto,False,,I-auto
715,bas,auto,False,,I-auto
716,na,auto,False,,I-auto
717,'dir,auto,False,,I-auto
718,'phags,auto,False,,I-auto
719,pa,auto,False,,I-auto
720,'jam,auto,False,,I-auto
721,dpal,auto,False,,I-auto
722,gyi,auto,False,,I-auto
723,yon,auto,False,,I-auto
724,tan,auto,False,,I-auto
725,brjod,auto,False,,I-auto
726,pa,auto,False,,I-auto
727,'di,auto,False,,I-auto
728,ni,auto,False,,I-auto
729,/,auto,False,,I-auto
730,phyogs,auto,False,,I-auto
731,bcu,auto,False,,I-auto
732,dus,auto,False,,I-auto
733,gsum,auto,False,,I-auto
734,gyi,auto,False,,I-auto
735,sangs,auto,False,,I-auto
736,rgyas,auto,False,,I-auto
737,thams,auto,False,,I-auto
738,cad,auto,False,,I-auto
739,kyi,auto,False,,I-auto
740,yon,auto,False,,I-auto
741,tan,auto,False,,I-auto
742,brjod,auto,False,,I-auto
743,pa,auto,False,,I-auto
744,yin,auto,False,,I-auto
745,par,auto,False,,I-auto
746,shes,auto,False,,I-auto
747,par,auto,False,,I-auto
748,bya'o,auto,False,,I-auto
749,/,auto,False,,I-auto
750,/,auto,False,,I-auto
751,de,auto,False,,I-auto
752,la,auto,False,,I-auto
753,'phags,auto,False,,I-auto
754,pa,auto,False,,I-auto
755,'jam,auto,False,,I-auto
756,dpal,auto,False,,I-auto
757,gyi,auto,False,,I-auto
758,skur,auto,False,,I-auto
759,snang,auto,False,,I-auto
760,ba'i,auto,False,,I-auto
761,tshul,auto,False,,I-auto
762,la,auto,False,,I-auto
763,brten,auto,False,,I-auto
764,nas,auto,False,,I-auto
765,tshul,auto,False,,I-auto
766,so,auto,False,,I-auto
767,sor,auto,False,,I-auto
768,grags,auto,False,,I-auto
769,pa,auto,False,,I-auto
770,ni,auto,False,,I-auto
771,'di,auto,False,,I-auto
772,ste,auto,False,,I-auto
773,ste,auto,False,,I-auto
774,/,auto,False,,I-auto
775,nyan,auto,False,,I-auto
776,thos,auto,False,,I-auto
777,kyi,auto,False,,I-auto
778,tshul,auto,False,,I-auto
779,las,auto,False,,I-auto
780,ni,auto,False,,I-auto
781,/,auto,False,,I-auto
782,'phags,auto,False,,I-auto
783,pa,auto,False,,I-auto
784,'jam,auto,False,,I-auto
785,dpal,auto,False,,I-auto
786,zhes,auto,False,,I-auto
787,bya,auto,False,,I-auto
788,ba,auto,False,,I-auto
789,byang,auto,False,,I-auto
790,chub,auto,False,,I-auto
791,sems,auto,False,,I-auto
792,dpa'i,auto,False,,I-auto
793,rgyud,auto,False,,I-auto
794,du,auto,False,,I-auto
795,gtogs,auto,False,,I-auto
796,pa,auto,False,,I-auto
797,/,auto,False,,I-auto
798,da,auto,False,,I-auto
799,dung,auto,False,,I-auto
800,'phags,auto,False,,I-auto
801,pa'i,auto,False,,I-auto
802,lam,auto,False,,I-auto
803,ma,auto,False,,I-auto
804,thob,auto,False,,I-auto
805,pa,auto,False,,I-auto
806,so,auto,False,,I-auto
807,so'i,auto,False,,I-auto
808,skye,auto,False,,I-auto
809,bor,auto,False,,I-auto
810,'dod,auto,False,,I-auto
811,do,auto,False,,I-auto
812,/,auto,False,,I-auto
813,/,auto,False,,I-auto
814,pha,auto,False,,I-auto
815,rol,auto,False,,I-auto
816,tu,auto,False,,I-auto
817,phyin,auto,False,,I-auto
818,pa'i,auto,False,,I-auto
819,tshul,auto,False,,I-auto
820,thun,auto,False,,I-auto
821,mong,auto,False,,I-auto
822,du,auto,False,,I-auto
823,grags,auto,False,,I-auto
824,pa,auto,False,,I-auto
825,las,auto,False,,I-auto
826,ni,auto,False,,I-auto
827,/,auto,False,,I-auto
828,byang,auto,False,,I-auto
829,chub,auto,False,,I-auto
830,sems,auto,False,,I-auto
831,dpa',auto,False,,I-auto
832,sa,auto,False,,I-auto
833,bcu'i,auto,False,,I-auto
834,dbang,auto,False,,I-auto
835,phyug,auto,False,,I-auto
836,to,auto,False,,I-auto
837,'dod,auto,False,,I-auto
838,do,auto,False,,I-auto
839,/,auto,False,,I-auto
840,/,auto,False,,I-auto
841,'dzam,auto,False,,I-auto
842,bu'i,auto,False,,I-auto
843,gling,auto,False,,I-auto
844,na,auto,False,,I-auto
845,yang,auto,False,,I-auto
846,bcom,auto,False,,I-auto
847,ldan,auto,False,,I-auto
848,'das,auto,False,,I-auto
849,shakya,auto,False,,I-auto
850,thub,auto,False,,I-auto
851,pa'i,auto,False,,I-auto
852,'khor,auto,False,,I-auto
853,du,auto,False,,I-auto
854,gyur,auto,False,,I-auto
855,pa,auto,False,,I-auto
856,yin,auto,False,,I-auto
857,la,auto,False,,I-auto
