Segment_ID,Mode,Text,Word_Count
31,allo,rnam dag rdos bcas,4
32,auto,grol// gtor ma,3
33,allo,rak+ta bdud,2
34,auto,rtsi gtong// dug gsum dgra,5
35,allo,bgegs srog rtsa,3
36,auto,gcad// las bzhi'i,3
37,allo,sbyin sreg las,3
38,auto,rnams 'grub// klu gnyan sa,5
39,allo,bdag gnod pa brtag/,4
40,auto,lpags pa sha,3
41,allo,rus nad rnams gtong// thun mong dngos grub las,9
44,auto,tshogs bsgrub// lam lnga sa bcu ji ltar bgrod// rig 'dzin rnam bzhi khyad par can// sbyor ba'i yan lag rnam drug bsgom// bdag dang mtha' yas 'gro ba rnams// rje btsun 'bangs ltar bskyang du gsol// lha rjes gcong nad bsal du gsol// slob dpon shes bya bslab du gsol// dge legs las 'bras rtsal du gsol// bla mas man ngag bstan du gsol// rnal 'byor dbang phyug chen pos shod// ded dpon rin chen sbyin du gsol/ dpa' bos g.yul ngo bzlog tu gsol// yid bzhin gter chen dbyung du gsol// nyi zla'i 'od zer spro ru gsol// mun pa'i sgron me sbar du gsol// chos kyi 'khor lo bskor du gsol// 'dul ba'i dus bab bshad du gsol// zhes gsol ba btab po// de nas bcom ldan 'das kyis ye shes sgron mes chos kyi dbyings su shar ba'i dgongs pas gzigs nas 'gro ba'i ched du 'di gsungs so// smon lam las 'phro sad pa dang// lus dang skal bar ldan pa dang// dad ldan brtson 'grus che ba dang// shes rab rtogs pa ldan pa yi// sgrub po rten gyi gang zag rnams// sems nyid ma bcos rnal ma'i don// kun gyis rtogs par dka' bas na// rang bzhin gdod nas dag pa'i don// blo rab 'ga' yis rtogs par 'gyur// bskyed pa'i rim pa gsal ba yis// bsod nams tshogs chen rdzogs par 'gyur// rdzogs pa'i rim pa bzang po bsgom// ye shes tshogs mchog,241
49,allo,brnyes byed,2
50,auto,pa// rnal 'byor,3
51,allo,blo 'bring rnams,3
52,auto,kyis ni// 'di la,4
55,allo,yang dag 'bad par bya// ye shes bsgrub pas 'jig rten bkol// rnal 'byor tha mas dngos grub thob// rang 'bring tha ma'i rnal 'byor la// rim par bshad kyis skal ldan nyon// zhes gsungs so// pad+ma dbang che bde gshegs spyi dril las//,44
60,auto,gleng gzhi gleng,3
61,allo,bslang rngog ma le brgan gyi le'u ste dang po'o//// de nas,12
62,auto,bcom ldan,2
63,allo,'das kyi gsungs pa// kun nas nyon mongs 'khor ba'i chos// rnam par byang pa mya ngan 'das// rtsa ba sems kyi chos nyid 'dus// sems kyi rang bzhin 'od gsal ba// ma mdzad ma bcos lhun gyis grub// byang,40
64,auto,chub chen por,3
65,allo,ye gnas pas// byed rtsol bya ba kun dang bral//,10
66,auto,sems nyid rang bzhin 'od gsal ba// rang gi ngang gis ma bcos bzhin// yongs kyi 'od gsal chen po la// sems nyid yid bzhin rin po che// khams gsum sems can ma lus pa//,35
69,allo,rang la gnas yang ma mthong ste// 'o ma mar dang 'dra bar mtshungs// de nyid mkhas ldan mar du 'byin// kye sems kyi dkyil 'khor rang bzhin gyis// 'od gsal chen por gnas pa la// rgyud ni sems can gnas pa dang// snang lam bar dor 'byung ba dang// 'bras bu rang ngo shes las zin// 'di gsum gang gis brtag 'gyur ba// gsang ba yang gsang bla na med// skal dang ldan pas thud la nyon// sems can rgyud la gnas pa ni// sgo nga'i nang gi bye'u phrug bzhin// kun gzhi gzugs med khams su snang// de nyid rtsa ba,103
72,auto,gti mug yin// yid,4
73,allo,kyi gzugs kyi khams su snang// de nyid zhe sdang rtsa ba can// sgo nga 'dod pa'i khams su snang// de yang rtsa ba,24
74,auto,'dod chags nyid// dug gsum rtsa ba byang chub sems// kun gzhi dge sdig gsog pa'i snod// rin chen sna bdun bang mdzod du// nyon mongs lnga yi byan mo ni// 'khor los sgyur rgyal btsun mo yin// yid kyi kun rtsal g.yang pa ba yang nyid la// kun tu rgyu ba'i chang bas btsal// sgo lnga khye'u pho mo mdzes// kun la bskyed cing mched par byed// 'di dag gcig tu 'dres pa ni// chu dang lan tshwa 'o ma'am// sgog pa chu dang lan tshwa ltar// ma 'dres yongs su rdzogs pa la// nam mkha'i 'ja' tshon bzhin du gnas// bar dor gcer bur byung ba ni// sems ni pha ma'i gos dang bral// dge sdig bag chags las kyis bsgos//,123
85,allo,sngon nas,2
86,auto,gzhan bar gnas pa yan//,5
87,allo,shi nas,2
88,auto,snang ba ldang gyur pa// gnyid log sad dang brgyal sangs ltar// nyi ma'i dkyil,15
89,allo,'khor shar gyur ba// 'od,5
92,auto,kyi nus pas kun gsal byed// sems ni rang bzhin 'od gsal bas//,13
93,allo,dpag tshad bye ba'i,4
94,auto,'od kyis 'gengs// 'od gsal las kyi bag chags dbang// sngon du gang mos,14
97,allo,dbang bsgyur nas//,3
98,auto,las dbang mi gtang dran,5
101,allo,pa yis// gzungs,3
102,auto,thag kun tu 'bral,4
103,allo,med bya// sdig pa'i gzungs dang ldan pa rnams// ngan song gsum du gnas par 'gyur// zhe sdang 'dod chags gti mug dbang// dmyal ba yi dwags dud 'gros 'byung// dge,31
104,auto,ba'i rjes su 'gro ba'i,5
107,allo,sems// 'dod chags mi la chags pa dang// zhe,9
110,auto,sdang lha ma yin du,5
111,allo,gnas// gti mug lha yi longs spyod ldan// de dag sgo lnga'i bag chags dbang// 'dod pa,17
120,auto,can du 'gro ba'o//,4
121,allo,yid dbang btsan sa gzugs kyi khams// 'od gsal lha,10
122,auto,yi lus dang,3
123,allo,ldan// kun gzhir 'dzin pa gzugs med pa// yi gzugs,10
124,auto,bye brag bzhi dang,4
127,allo,ldan// 'bras bu ra bas zin pa yang// sems nyid rang bzhin 'od gsal bas// yul du snang ba bem stong du// sems su snang ba rig pa stong// stong nyid rig,32
130,auto,pa'i ngo bo,3
131,allo,can// stong nyid chen,4
134,auto,po'i chos skur bzhugs// rang bzhin ma bsgribs 'od gsal ba// gzugs sku sgyu lus rnam par snang// stong nyid snying rje'i bdag nyid can// gti mug mi rtog chos kyi sku// rtog pa'i,34
137,allo,spros pa nye bar zhi// zhe sdang gsal ba longs spyod rdzogs// mun pa bral ba'i nyi ma shar// 'dod chags snying rje'i yul du snang// khams gsum 'khor ba'i sems can 'dren// sems rang bzhin gyis 'od gsal ba'i ting nge 'dzin// zhes gsungs so// dpal pad+ma dbang chen rngog ma le brgan bde gshegs spyi dril gyi rgyud las/ sems rang bzhin gyis 'od gsal ba'i le'u ste gnyis pa'o//// de nas dbang chen pad+ma'i rgyal pos gsungs pa/ rtsa ba sku gsung thugs rnams dang// spyad pa dang blang mi spang shes// bsgrub par,97
142,auto,bya ba lnga lnga pa'o// bsrung dang nyams skong skyon yon rnams// dngos grub lo tog smin pa'i sa// thams cad kun gyis bsrung bar bya// yi dam lha ni spang mi bya// rang sems spang du ga la btub// bla ma rang gi spyo bor 'khur// rgyud lung man ngag ster bar 'gyur// rdo rje ming srid chos kyi spun// 'di dang phyi mar mi 'bral 'grogs// ma nor rtsa,71
145,allo,ba rgyu yi sngags//,4
146,auto,skye bar byed pa rkyen gyi sngags// skul bar,9
151,allo,byed pa las,3
152,auto,kyi sngags// zhag dang zla ba lo rgyun bya// yab kyi sku ni phyag rgya che// yum dang mi 'bral dam tshig rgya// 'phro 'du las kyi phyag rgya la// chos nyid zhi ba chos kyi rgya// srog chags bsad nas zhing bcu bsgral// gzungs ma sbyar nas gsang dbang bskur// ma byin pa blangs dngos grub bsgrub// tshig btsun sngags bzlas bgegs dpung gzhom// rgyun du smras nas snod ngan gsang//,72
163,allo,'di lnga,2
164,auto,rnal 'byor bas spyad dang// snod ngan kun la gsang,10
167,allo,ba'i phyir/ lus kyi brda' yis,6
172,auto,dngos pos mtshon// ngag gis brda' yis smra ba dang// yid kyi brda' yis mtshon pa ni// bsgrub pa thams cad mtshon par bya// dri chen bza' dang dri chu btung// byang sems sha chen rak+ta bza'// mi rta ba glang bya khyi'i sha/ zas mchog bdud rtsi'i gtor ma yang// rak+ta 'thung zhing za ba'o// gti mug chos dbyings ye shes ni// mi rtog byol song kun gyis rtogs// zhe sdang me long ye shes ni// gsal bas tsha grang dmyal bar sbyong// 'dod chags sor rtog ye shes ni// de bas mi dang yi dwags spyod// nga rgyal mnyam nyid ye shes ni// sran tshugs lha rnams rgyud,110
177,allo,la ldan// phrag dog bya grub ye shes ni// lta ngan,11
180,auto,sel byed lha,3
181,allo,ma yin// 'di dag ye shes rnam pa lnga// mi spang rnal 'byor sems dang bsre// phung po rigs lnga 'byung lnga yum// rnam shes de yul dbang po dus// yid chos nyon mongs rigs sogs rnams// thams cad ma lus rigs lngar 'dus// kun 'dus bde gshegs spyi dril nas// dbang,52
188,auto,chen pad+ma,2
189,allo,he ru ka/ rlung dang sems su 'dres pas,9
190,auto,na// rlung gi 'phro 'du ma lus pa// dbang chen pho nyas 'gugs dang 'dren// phyogs bcur bzhugs pa'i sangs rgyas dang// dus bzhir gshegs pa'i rgyal ba rnams// kun kyang rigs lnga pad+ma'i sku// rigs kyi sangs rgyas bsgrub par bya// lus kyi bya ba ma lus dang// ngag gi smra brjod thams cad dang// sems kyi bsam pa,60
193,allo,mang po rnams// don du gnyer nas bsrung bar bya'o// rtsa ba yan lag thams cad kun// nyams par gyur na gang nyams pa// gtor ma tshogs 'khor lhag,29
200,auto,ma dang// sbyin sreg dag gis bskang bar bya// ma bskangs rdo rje dmyal bar 'gro// ngan song sdug bsngal bzod par dka'// ma nyams bsrung bar gang byed pa// bde sbyin yon tan bsam mi,36
201,allo,khyab// ces gsungs so// pad+ma dbang,6
204,auto,chen bde gshegs spyi dril rngog ma le brgan gyi rgyud las/ gzhi,13
207,allo,'dzin gyi le'u ste gsum pa'o//// de nas bcom ldan 'das pad+ma dbang chen gyis// rgyud lnga lam du klong la 'di gsungs so// nga ni gti mug gnyid,29
208,auto,la dga'// rmi lam lam du klong bar byed// nga ni zhe sdang lam la dga'// zhing bcu bsgral nas sgrol bar byed// nga ni nga rgyal ri bo che// lta ba mtho la ting 'dzin gsal// nga ni 'dod chags,41
211,allo,chos la dga'// yum la sbyor zhing gsang dbang bskur// nga ni kun la,14
212,auto,phrag dog,2
213,allo,pas// lta,2
214,auto,ngan thams cad mi shong,5
215,allo,ngo// gzhi dang rgyu dang,5
218,auto,lam dang,2
219,allo,ni// 'bras bu,3
220,auto,nyid ni khyed,3
221,allo,la bshad// gti mug gti mug ces bya ba//,9
224,auto,ma rig ma shes ma go'o//,6
227,allo,kun nas snang ba snang ba yang// mi rtog don la,11
230,auto,gnas par,2
231,allo,bya// gnyid,2
232,auto,dang 'dra ba'i mi rtog med// khams gsum 'khor,9
233,allo,ba'i sems can rnams// mi rtog,6
234,auto,'dod na gnyid 'di log/ rtog mi mnyam,8
237,allo,nyid sgyu ma ltos// dgug dang log dang byang ba dang// 'byongs na chos rnams rmi lam nyid//,18
240,auto,ma rig mun pa sha chang drod// ngal dub drag pos 'byung bzhi 'dus// dpral bar pad+ma 'dab bzhi la// gnyid 'gugs sngags kyis 'gugs par byed// oM A nu d+ha ra hU~M phaT swA hA/ gnyid du song ba shi dang mtshungs// rmi,44
247,allo,lam srid par bar ma do// gnyid sad skye ba lha yi,12
252,auto,sku// rnal 'byor can gyis bsgom par bya// sems ni gnyid la zin gyur na// brag la 'dzegs dang g.yang la skyur// chu la mchongs dang rbab la 'gril// rnal 'byor rig pa'i rtsal byang ste// chos rnams rmi lam lta bu la// rmi lam gnyid kyi bsam gtan yin// chos rnams nyams su myang bar bya// 'byongs na lcebs kyang 'chi ba med// mtshon zug dug 'thung g.yul 'gyed pa// thams cad rang gi sems la sbyangs// ma 'byongs par du sbyang bar bya// ye nas 'khor 'das chos rnams kun// rmi lam yin par shes gyur na// rnal 'byor gti mug 'byongs pa yin// de phyir rmi lam gnyid du shes// sems can bde ba thun gcig na// kun gzhi'i nang du yid thim pa// chos kyi sku la gnas par bya// yid kyi rgyu ba mang,139
257,allo,po kun// gzugs kyi sku ru,6
260,auto,ldang bar 'gyur// gzugs su chos sgra dbyer med pa// ngo bo nyid skur rab tu gnas// skyes bu gnyid log sangs rgyas,23
263,allo,so// skyes,2
264,auto,bu gnyid log pas rmi lam gyi sangs rgyas ba zhes bya,12
271,allo,ba'i ting nge,3
272,auto,'dzin to//,2
273,allo,zhe sdang gzhi rgyu lam,5
274,auto,'bras can// skyon dang yon,5
277,allo,tan khyed la,3
278,auto,bshad// 'khor 'das chos rnams ma lus pa// ye nas 'od gsal ma bcos pa// sems nyid rang bzhin 'od gsal bas// zhe sdang nam mkha'i sprin ltar dengs// de nyid rnal 'byor lha yin pas// lha 'di med na sangs rgyas med// zhe,44
285,allo,sdang med,2
286,auto,pa'i sngon,2
287,allo,rol na// sangs rgyas sems can ga la yod// yid kyi rnam,12
288,auto,shes kun khyab po// rang,5
289,allo,byung ye shes rgyu gcig pa// 'khor 'das byed pa'i mkhan po khyod// rtsad bcad khungs ni khyod nyid yin// kun bzang khyod las thams cad byung// khyod kyis khyod nyid shes par gyis// 'gugs dang sbyangs dang sgo bkag nas// 'khor ba mya ngan 'das par sbyangs// dkon mchog gsum gyi spyi dgra dang// rdo rje slob dpon sku dgra dang// mched dang,64
294,auto,lcam dral sgos dgra dang// dam med dam log 'dus par yong// dam dgra ngan pa'i ngang tshul can// yongs la gnod dang ngan song chud// gsang ba'i dkyil 'khor chen por dgug/ brod bskyed sbyang bar bya ba'o// bsgral bar bya ba'i spyi mgrin snying// ste ba gsang ba rkang pa'i mthil// a nr-i su tri pre du dang// A+oM dang AHhU~M swA hA lam// 'od 'phros rigs drug gnas stongs nas// phyogs bcu dus gsum rgyal ba mnyes// ma dang mkha' 'gro'i thugs dam bskang// gsung dang thugs dang sku ru 'gyur// rigs lnga rgyal ba'i sku la thim//,101
295,allo,srid pa gsum gyis dpyas,5
296,auto,phyung nas// ngan song gsum gyi sgo yang bkag/ 'khor ba'i rgya mtsho skya ling btab// phung po mchod yul bsod nams tshogs// dam bskangs lha mnyes ye shes tshogs// chos sku dri ma med pa dang// gzugs sku longs spyad rdzogs sprul dang// zab dang rgya che'i sku gnyis so// thos 'gyur ngo mtshar rmad kyi chos// ma bskul log pa'i bstan par grags// sangs rgyas chos rnams nub 'gyur pas// sku gsum 'gro ba'i lam dang bral// 'khor ba'i gnas su zag par 'gyur// byang chub sems dpa'i spyod pa 'phel// ngan song gnas ngan len pa stongs//,100
307,allo,gsang sngags,2
308,auto,rmad byung che ba rdzogs// theg chen zab mo'i lta ba rtogs// rmad byung spyod pa khyad par 'phags// theg pa kun nas rab gsungs pa'i// mtshams med las ngan byed pa rnams// mnar med dmyal bar skye ba rnams// gsang sngags gsang ba'i theg pa la// rtsa ba yan,50
315,allo,lag nyams,2
316,auto,pa rnams// rdo rje dmyal bar skye 'gyur bas// las ngan rgyun,12
317,allo,lam bcad nas ni// las ngan ngan song gsum las sgrol// rang gis ma bsags tshogs gnyis rdzogs// sku gsum 'bras bur rdzogs 'gyur bas// khyed kyis zhe sdang can rnams sgrol// de'i phyir na rgyu rang grol gyi gsang sngags 'di gsungs so// nyung,45
326,auto,dkar lan tshwa byi brun bsres// sngags ni lan dgu bzlas la gdab/ pra du sad/ na ra sad/ tsit+ta na le sad/ du sha sad/ pre dur sad/ thibs mug sad/ bya la byed na spu na phaT/ ra lug la ni nyung dkar dang// byang ba dang ni chang phud do// dgra la byed na gzugs la'o// gnas ngan 'khor ba nas mya ngan 'das par sgrol ba zhes bya ba'i ting nge 'dzin to// nga rgyal gzhi rgyu las 'bras can// skyon dang yon tan nyid kyi rdzogs// mngon par mtho bas lta ba rtogs// nga rgyal chen po bdun,103
329,allo,dang ldan// rang nyid che bas rnam par bsgyings// pha,10
332,auto,rol zil gzhon ting,4
335,allo,'dzin gsal// sems nyid ye shes 'od gsal bas// ma rig mun pa la bsgrib tu med// chos rnams sems kyi cho 'phrul pas// sems las log na bsgom du med//,31
338,auto,rab ni lta ba lam,5
341,allo,du khyer// 'bring dang tha mas bsgom,7
342,auto,par bya// gzung 'dzin gnyis su rang dag lta// rtag tu 'khor ba'i rgya mtsho zad// rang,17
345,allo,sems rtag par ther thug pas//,6
346,auto,phya yis de yi,4
347,allo,byed pa byas// las dang rgyu 'bras med par 'dod// chad par blta pas log pa'i,16
348,auto,lam// chos dang gang zag bdag 'dzin na// mos pa chung ba'i nyan thos yin// chos khams phyogs gcig bdag,20
349,allo,med na//,2
350,auto,dmigs pa phra ba'i rang sangs rgyas// 'khor 'das rang sems tsam du 'dod// kun rdzob don dam gnyis su 'byed// theg chen sems tsam dbu ma bas// theg chen rang gi gzhung rnams bsgrub// ye shes mu bzhi bral ba dang// snang ba sku la grag pa gsung// dran rtog thugs kyi lta ba ni// rigs gsum kun 'dus kri ya ba// mar bzhin spyod pa yar bzhin blta// rigs bzhi 'byin pa u pa ya// rnam par snang mdzad chen po la// sku gsum rdzogs pa yo ga ba// phung po khams dang skye mched rnams// thabs dang shes rab ma hA pa// rang sems yid gzugs chos la 'jug/ gnyis sbyar bde sras a nu ba// snang ba chos sku chen po la// bcos bslad bral ba a ti pa// bsam brjod mtha' bral ye shes 'khyil// dbyings dang ye shes 'du 'bras med// ji ltar snang ba bde chen sras// 'khor ba nyid ni mya ngan 'das// kun,162
353,allo,gzhi sems kyi me long nyid// ye nas zhi gnas chen por gnas// yid kyi dran rtog mang po rnams// lhag mthong chen por rang gsal bas// zhi gnas lhag mthong gnyis su,33
356,auto,med// ye,2
357,allo,shes bum nang mar me gsal// rnam rtog rlung gi sa gal bskyod// ma bcos,15
364,auto,gnyug ma,2
365,allo,rang sor zhog/ gang gi,5
366,auto,rnam rtog mtshan ma can// snang srid snod bcud lha ru gsal//,12
371,allo,dngos por snang ba gzugs,5
374,auto,kyi sku//,2
375,allo,stong gsal chos sku dri ma med// snang srid gnyis med ngo bo nyid// lta sgom sku bzhi rdzogs sangs rgyas// lta sgom don du mi gnyer ba// 'khor bar,30
380,auto,'khyams par byed,3
381,allo,pa yin// phyi yi yul la,6
384,auto,blta ba,2
385,allo,dang// nang gi sems la bsgom pa ni//,8
388,auto,sku bzhi 'du 'bral med pa yi// A+oM hrI sa ti sa ma ti b+ha la A+oM/ nga rgyal lam du byed pa zhes bya ba'i ting 'dzin te// 'dod chags gzhi rgyu da lam 'bras dang// skyon dang yon tan ldan pa yis//,44
389,allo,gang gi,2
390,auto,'dod chags spong byed pa// de,6
391,allo,la lus kyi bde ba med// bde ba chen po 'dod pa yis// de rgyu 'dod chags yin shes bya// bud med la brten bde chen po// sems can kun rnams spyod gyur pa// tha mal zhen pa spang ba yis// bde chen gar gyis rol pas bya// brtags shing byin brlabs bsnyen bsgrub bzhis// bde rtogs nyams su blang bar bya/ rgyal,63
400,auto,mo ma dang srid mo bu// tsha mo sru mo bran g.yog mo// che ba'i bag dang ldan gyur zhing// bkur por lci bas rgyal mo 'dra// rang nyid rgyal po'i tshul bzhin sbyar// dbang 'phrog ma dang 'dra ba la// lus bskyed de la pha ltar sbyar/ brtse ba'i sems,51
411,allo,ldan srid mo la// rang nyid ming po,8
416,auto,lta bar byar// lus kyi dum bu las chad pa'i// bu mo lta bu la yang sbyar// brgyud pa'i rtsa ba dang ldan,23
421,allo,pa'i// tsha mo la ni,5
424,auto,zhang ltar sbyar// nye ba'i yul dang 'brel ba yod// sru mo la ni sbyar bar bya// mngag pa'i las rnams byed pa pa yi// bran mo la yang,29
431,allo,sbyar bar,2
432,auto,bya// bya ba'i las rnams byed gyur pa// g.yog mo dag la,12
435,allo,sbyar ba,2
436,auto,rnams// thams cad chung mar shes par bya// spyi bor,10
439,allo,A+oM la mgrin par AH//,5
440,auto,snying gar hU~M ste lte bar swA// gsang bar hA,10
445,allo,yi 'phro 'du las//,4
446,auto,phyogs bcu dus,3
447,allo,bzhi'i sangs rgyas kyis// rigs kyi,6
452,auto,yum rnams spyan drang bstim// sangs rgyas yum du bsgom par bya// bdag nyid dbang chen phyag rgya che// hU~M dang a las byung ba yis// rdo rje pad+ma bsgom par bya// yum gyi dri sgra brtag bya zhing// tsaN+Da lI'i sbyor ba yis// bde ba dbab cing,48
463,allo,gzung bar bya// bsten pa,5
466,auto,bya ba'i rim pa'o// chags pa'i,6
467,allo,brda yis,2
468,auto,bskul byas nas//,3
469,allo,zangs kyi,2
470,auto,mdog gis gzung bar bya// dung gi phur pa 'debs pa,11
471,allo,yis// mchog bde,3
472,auto,dbab cing gzung bar bya// nye ba'i bsnyen pa bya ba'o// pad+ma b+han d+ha thod pa'i nad// rdo rje chen,20
477,allo,po rab,2
478,auto,bcu gnas// bde bral bde ba gzung bar bya// bsgrub,10
481,allo,pa bya,2
482,auto,ba'i rim pa'o// rdo rje thod sbyor man ngag gnyis// rdo rje dung khrag dkrug par,16
483,allo,bya// lhan cig skyes pa'i ye shes la// yid ni brtan par nang du bzung//,15
