sentence_id,token_position,token,label,entity_type
1,37,gsum,I-AUTO,AUTO
1,38,gyi,I-AUTO,AUTO
1,39,sang,I-AUTO,AUTO
1,40,rgyas,I-AUTO,AUTO
1,41,thams,I-AUTO,AUTO
1,42,cad,I-AUTO,AUTO
1,43,kyi,I-AUTO,AUTO
1,44,ye,I-AUTO,AUTO
1,45,shes,I-AUTO,AUTO
1,46,kyi,I-AUTO,AUTO
1,47,bdag,I-AUTO,AUTO
1,48,nyid/,I-AUTO,AUTO
1,49,byang,I-AUTO,AUTO
1,50,chub,I-AUTO,AUTO
1,51,kyi,I-AUTO,AUTO
1,52,sems,I-AUTO,AUTO
1,53,kyi,I-AUTO,AUTO
1,54,ngo,I-AUTO,AUTO
1,55,bo//,I-AUTO,AUTO
2,0,chos,I-AUTO,AUTO
2,1,thams,I-AUTO,AUTO
2,2,cad,I-AUTO,AUTO
2,3,kyi,I-AUTO,AUTO
2,4,chos,I-AUTO,AUTO
2,5,nyid,I-AUTO,AUTO
2,6,dang,I-AUTO,AUTO
2,7,tha,I-AUTO,AUTO
2,8,mi,I-AUTO,AUTO
2,9,dad,I-AUTO,AUTO
2,10,pa,I-AUTO,AUTO
2,11,yin,I-AUTO,AUTO
2,12,te/,I-AUTO,AUTO
2,13,de'i,I-AUTO,AUTO
2,14,dbang,I-AUTO,AUTO
2,15,gis,I-AUTO,AUTO
2,16,snang,I-AUTO,AUTO
2,17,ba'i,I-AUTO,AUTO
2,18,gzugs,I-AUTO,AUTO
2,19,kyi,I-AUTO,AUTO
2,20,sku/,I-AUTO,AUTO
2,21,longs,I-AUTO,AUTO
2,22,spyod,I-AUTO,AUTO
2,23,rdzogs,I-AUTO,AUTO
2,24,pa,I-AUTO,AUTO
2,25,dang,I-AUTO,AUTO
2,26,sprul,I-AUTO,AUTO
2,27,pa'i,I-AUTO,AUTO
2,28,bdag,I-AUTO,AUTO
2,29,nyid,I-AUTO,AUTO
2,30,can,I-AUTO,AUTO
2,31,ye,I-AUTO,AUTO
2,32,shes,I-AUTO,AUTO
2,33,kyi,I-AUTO,AUTO
2,34,rten,I-AUTO,AUTO
2,35,du,I-AUTO,AUTO
2,36,snang,I-AUTO,AUTO
2,37,ba/,I-AUTO,AUTO
2,38,sangs,I-AUTO,AUTO
2,39,rgyas,I-AUTO,AUTO
2,40,dang,I-AUTO,AUTO
2,41,byang,I-AUTO,AUTO
2,42,chub,I-AUTO,AUTO
2,43,sems,I-AUTO,AUTO
2,44,dpa'i,I-AUTO,AUTO
2,45,gzugs,I-AUTO,AUTO
2,46,rnams,I-AUTO,AUTO
2,47,su,I-AUTO,AUTO
2,48,theg,I-AUTO,AUTO
2,49,pa,I-AUTO,AUTO
2,50,che,I-AUTO,AUTO
2,51,chung,I-AUTO,AUTO
2,52,gi,I-AUTO,AUTO
2,53,tshul,I-AUTO,AUTO
2,54,na,I-AUTO,AUTO
2,55,tshogs,I-AUTO,AUTO
2,56,las,I-AUTO,AUTO
2,57,grags,I-AUTO,AUTO
2,58,par,I-AUTO,AUTO
2,59,snang,I-AUTO,AUTO
2,60,ba'i,I-AUTO,AUTO
2,61,bdag,I-AUTO,AUTO
2,62,nyid,I-AUTO,AUTO
2,63,de,I-AUTO,AUTO
2,64,rnams,I-AUTO,AUTO
2,65,kyang,I-AUTO,AUTO
2,66,'phags,I-AUTO,AUTO
2,67,pa,I-AUTO,AUTO
2,68,'jam,I-AUTO,AUTO
2,69,dpal,I-AUTO,AUTO
2,70,zhes,I-AUTO,AUTO
2,71,'dod,I-AUTO,AUTO
2,72,do//,I-AUTO,AUTO
3,0,'dir,I-AUTO,AUTO
3,1,dris,I-AUTO,AUTO
3,2,pa/,I-AUTO,AUTO
3,3,sangs,I-AUTO,AUTO
3,4,rgyas,I-AUTO,AUTO
3,5,thams,I-AUTO,AUTO
3,6,cad,I-AUTO,AUTO
3,7,kyi,I-AUTO,AUTO
3,8,gnyis,I-AUTO,AUTO
3,9,su,I-AUTO,AUTO
3,10,med,I-AUTO,AUTO
3,11,pa'i,I-AUTO,AUTO
3,12,ye,I-AUTO,AUTO
3,13,shes,I-AUTO,AUTO
3,14,kyi/,I-AUTO,AUTO
3,15,bdag,I-AUTO,AUTO
3,16,nyid,I-AUTO,AUTO
3,17,'phags,I-AUTO,AUTO
3,18,pa,I-AUTO,AUTO
3,19,'jam,I-AUTO,AUTO
3,20,dpal,I-AUTO,AUTO
3,21,yin,I-AUTO,AUTO
3,22,na/,I-AUTO,AUTO
3,23,phyogs,I-AUTO,AUTO
3,24,bcu,I-AUTO,AUTO
3,25,dus,I-AUTO,AUTO
3,26,gsum,I-AUTO,AUTO
3,27,gyi,I-AUTO,AUTO
3,28,sangs,I-AUTO,AUTO
3,29,rgyas,I-AUTO,AUTO
3,30,rnams,I-AUTO,AUTO
3,31,kyi,I-AUTO,AUTO
3,32,so,I-AUTO,AUTO
3,33,so,I-AUTO,AUTO
3,34,rang,I-AUTO,AUTO
3,35,gis,I-AUTO,AUTO
3,36,rig,I-AUTO,AUTO
3,37,pa'i,I-AUTO,AUTO
3,38,ye,I-AUTO,AUTO
3,39,shes,I-AUTO,AUTO
3,40,rnams,I-AUTO,AUTO
3,41,chos,I-AUTO,AUTO
3,42,can,I-AUTO,AUTO
3,43,gcig,I-AUTO,AUTO
3,44,gam,I-AUTO,AUTO
3,45,tha,I-AUTO,AUTO
3,46,dad,I-AUTO,AUTO
3,47,pa,I-AUTO,AUTO
3,48,zhig,I-AUTO,AUTO
3,49,yin/,I-AUTO,AUTO
3,50,de,I-AUTO,AUTO
3,51,bzhin,I-AUTO,AUTO
3,52,du,I-AUTO,AUTO
3,53,de'i,I-AUTO,AUTO
3,54,chos,I-AUTO,AUTO
3,55,nyid,I-AUTO,AUTO
3,56,dang,I-AUTO,AUTO
3,57,de'i,I-AUTO,AUTO
3,58,mdzad,I-AUTO,AUTO
3,59,pa'ang,I-AUTO,AUTO
3,60,gcig,I-AUTO,AUTO
3,61,gam,I-AUTO,AUTO
3,62,tha,I-AUTO,AUTO
3,63,dad,I-AUTO,AUTO
3,64,pa,I-AUTO,AUTO
3,65,zhig,I-AUTO,AUTO
3,66,zhe,I-AUTO,AUTO
3,67,na/,I-AUTO,AUTO
3,68,smras,I-AUTO,AUTO
3,69,pa/,I-AUTO,AUTO
3,70,de,I-AUTO,AUTO
3,71,ni,I-AUTO,AUTO
3,72,'di,I-AUTO,AUTO
3,73,ltar,I-AUTO,AUTO
3,74,rig,I-AUTO,AUTO
3,75,par,I-AUTO,AUTO
3,76,bya,I-AUTO,AUTO
3,77,ste/,I-AUTO,AUTO
3,78,kha,I-AUTO,AUTO
3,79,cig,I-AUTO,AUTO
3,80,ni,I-AUTO,AUTO
3,81,tshul,I-AUTO,AUTO
3,82,las,I-AUTO,AUTO
3,83,ni/,I-AUTO,AUTO
3,84,de,I-AUTO,AUTO
3,85,bzhin,I-AUTO,AUTO
3,86,gshegs,I-AUTO,AUTO
3,87,pa,I-AUTO,AUTO
3,88,rnams,I-AUTO,AUTO
3,89,ni,I-AUTO,AUTO
3,90,ye,I-AUTO,AUTO
3,91,shes,I-AUTO,AUTO
3,92,kyi,I-AUTO,AUTO
3,93,rgyud,I-AUTO,AUTO
3,94,kyang,I-AUTO,AUTO
3,95,tha,I-AUTO,AUTO
3,96,dad/,I-AUTO,AUTO
3,97,de'i,I-AUTO,AUTO
3,98,chos,I-AUTO,AUTO
3,99,nyid,I-AUTO,AUTO
3,100,dang,I-AUTO,AUTO
3,101,/,I-AUTO,AUTO
3,102,de'i,I-AUTO,AUTO
3,103,mdzad,I-AUTO,AUTO
3,104,pa'ang,I-AUTO,AUTO
3,105,tha,I-AUTO,AUTO
3,106,dad,I-AUTO,AUTO
3,107,de/,I-AUTO,AUTO
3,108,'on,I-AUTO,AUTO
3,109,kyang,I-AUTO,AUTO
3,110,rnam,I-AUTO,AUTO
3,111,pa,I-AUTO,AUTO
3,112,bzhi'i,I-AUTO,AUTO
3,113,sgo,I-AUTO,AUTO
3,114,nas,I-AUTO,AUTO
3,115,mtshungs,I-AUTO,AUTO
3,116,pa,I-AUTO,AUTO
3,117,yin,I-AUTO,AUTO
3,118,no//,I-AUTO,AUTO
4,0,bzhi,I-AUTO,AUTO
4,1,gang,I-AUTO,AUTO
4,2,zhe,I-AUTO,AUTO
4,3,na/,I-AUTO,AUTO
4,4,chos,I-AUTO,AUTO
4,5,mtshungs,I-AUTO,AUTO
4,6,pa,I-AUTO,AUTO
4,7,dang,I-AUTO,AUTO
4,8,/,I-AUTO,AUTO
4,9,sku,I-AUTO,AUTO
4,10,mtshungs,I-AUTO,AUTO
4,11,pa,I-AUTO,AUTO
4,12,dang,I-AUTO,AUTO
4,13,/,I-AUTO,AUTO
4,14,gsung,I-AUTO,AUTO
4,15,mtshungs,I-AUTO,AUTO
4,16,pa,I-AUTO,AUTO
4,17,dang,I-AUTO,AUTO
4,18,/,I-AUTO,AUTO
4,19,yi,I-AUTO,AUTO
4,20,ge,I-AUTO,AUTO
4,21,mtshungs,I-AUTO,AUTO
4,22,pa'o,I-AUTO,AUTO
4,23,zhes,I-AUTO,AUTO
4,24,'dod,I-AUTO,AUTO
4,25,do//,I-AUTO,AUTO
5,0,kha,I-AUTO,AUTO
5,1,cig,I-AUTO,AUTO
5,2,gi,I-AUTO,AUTO
5,3,tshul,I-AUTO,AUTO
5,4,las,I-AUTO,AUTO
5,5,ni/,I-AUTO,AUTO
5,6,ye,I-AUTO,AUTO
5,7,shes,I-AUTO,AUTO
5,8,ni,I-AUTO,AUTO
5,9,gang,I-AUTO,AUTO
5,10,zag,I-AUTO,AUTO
5,11,gi,I-AUTO,AUTO
5,12,rgyud,I-AUTO,AUTO
5,13,so,I-AUTO,AUTO
5,14,so,I-AUTO,AUTO
5,15,las,I-AUTO,AUTO
5,16,bsgrub,I-AUTO,AUTO
5,17,pa'i,I-AUTO,AUTO
5,18,phyir,I-AUTO,AUTO
5,19,tha,I-AUTO,AUTO
5,20,dad,I-AUTO,AUTO
5,21,de/,I-AUTO,AUTO
5,22,de'i,I-AUTO,AUTO
5,23,chos,I-AUTO,AUTO
5,24,nyid,I-AUTO,AUTO
5,25,dang,I-AUTO,AUTO
5,26,/,I-AUTO,AUTO
5,27,mdzad,I-AUTO,AUTO
5,28,pa,I-AUTO,AUTO
5,29,dag,I-AUTO,AUTO
5,30,ni,I-AUTO,AUTO
5,31,'dres,I-AUTO,AUTO
5,32,pa,I-AUTO,AUTO
5,33,ste/,I-AUTO,AUTO
5,34,tha,I-AUTO,AUTO
5,35,dad,I-AUTO,AUTO
5,36,med,I-AUTO,AUTO
5,37,do,I-AUTO,AUTO
5,38,zhes,I-AUTO,AUTO
5,39,'dod,I-AUTO,AUTO
5,40,do//,I-AUTO,AUTO
6,0,kha,I-AUTO,AUTO
6,1,cig,I-AUTO,AUTO
6,2,gi,I-AUTO,AUTO
6,3,tshul,I-AUTO,AUTO
6,4,las,I-AUTO,AUTO
6,5,ni/,I-AUTO,AUTO
6,6,bdag,I-AUTO,AUTO
6,7,dang,I-AUTO,AUTO
6,8,gzhan,I-AUTO,AUTO
6,9,gyi,I-AUTO,AUTO
6,10,rgyud,I-AUTO,AUTO
6,11,du,I-AUTO,AUTO
6,12,'byed,I-AUTO,AUTO
6,13,pa,I-AUTO,AUTO
6,14,ni,I-AUTO,AUTO
6,15,bdag,I-AUTO,AUTO
6,16,tu,I-AUTO,AUTO
6,17,lta,I-AUTO,AUTO
6,18,ba'i,I-AUTO,AUTO
6,19,bag,I-AUTO,AUTO
6,20,chags,I-AUTO,AUTO
6,21,yin,I-AUTO,AUTO
6,22,la//,I-AUTO,AUTO
7,0,bdag,I-AUTO,AUTO
7,1,tu,I-AUTO,AUTO
7,2,lta,I-AUTO,AUTO
7,3,ba,I-AUTO,AUTO
7,4,ni,I-AUTO,AUTO
7,5,'khrul,I-AUTO,AUTO
7,6,pa,I-AUTO,AUTO
7,7,ste/,I-AUTO,AUTO
7,8,des,I-AUTO,AUTO
7,9,bskyed,I-AUTO,AUTO
7,10,cing,I-AUTO,AUTO
7,11,de'i,I-AUTO,AUTO
7,12,dbang,I-AUTO,AUTO
7,13,gis,I-AUTO,AUTO
7,14,snang,I-AUTO,AUTO
7,15,ba,I-AUTO,AUTO
7,16,ni/,I-AUTO,AUTO
7,17,de,I-AUTO,AUTO
7,18,ltar,I-AUTO,AUTO
7,19,bden,I-AUTO,AUTO
7,20,pa,I-AUTO,AUTO
7,21,ma,I-AUTO,AUTO
7,22,yin,I-AUTO,AUTO
7,23,pas/,I-AUTO,AUTO
7,24,sems,I-AUTO,AUTO
7,25,can,I-AUTO,AUTO
7,26,gyi,I-AUTO,AUTO
7,27,dus,I-AUTO,AUTO
7,28,na,I-AUTO,AUTO
7,29,yang,I-AUTO,AUTO
7,30,rgyud,I-AUTO,AUTO
7,31,tha,I-AUTO,AUTO
7,32,dad,I-AUTO,AUTO
7,33,mi,I-AUTO,AUTO
7,34,'grub,I-AUTO,AUTO
7,35,na/,I-AUTO,AUTO
7,36,bdag,I-AUTO,AUTO
7,37,tu,I-AUTO,AUTO
7,38,lta,I-AUTO,AUTO
7,39,ba'i,I-AUTO,AUTO
7,40,mdud,I-AUTO,AUTO
7,41,pa,I-AUTO,AUTO
7,42,mi,I-AUTO,AUTO
7,43,mnga',I-AUTO,AUTO
7,44,ba'i,I-AUTO,AUTO
7,45,sangs,I-AUTO,AUTO
7,46,rgyas,I-AUTO,AUTO
7,47,rnams,I-AUTO,AUTO
7,48,la/,I-AUTO,AUTO
7,49,ye,I-AUTO,AUTO
7,50,shes,I-AUTO,AUTO
7,51,tha,I-AUTO,AUTO
7,52,dad,I-AUTO,AUTO
7,53,kyi,I-AUTO,AUTO
7,54,rgyud,I-AUTO,AUTO
7,55,ga,I-AUTO,AUTO
7,56,la,I-AUTO,AUTO
7,57,grub,I-AUTO,AUTO
7,58,ste/,I-AUTO,AUTO
7,59,de,I-AUTO,AUTO
7,60,bas,I-AUTO,AUTO
7,61,na,I-AUTO,AUTO
7,62,sangs,I-AUTO,AUTO
7,63,rgyas,I-AUTO,AUTO
7,64,rnams,I-AUTO,AUTO
7,65,la,I-AUTO,AUTO
7,66,ni,I-AUTO,AUTO
7,67,rgyud,I-AUTO,AUTO
7,68,tha,I-AUTO,AUTO
7,69,dad,I-AUTO,AUTO
7,70,pa,I-AUTO,AUTO
7,71,dang,I-AUTO,AUTO
7,72,/,I-AUTO,AUTO
7,73,rgyud,I-AUTO,AUTO
7,74,tha,I-AUTO,AUTO
7,75,dad,I-AUTO,AUTO
7,76,pas,I-AUTO,AUTO
7,77,don,I-AUTO,AUTO
7,78,mdzad,I-AUTO,AUTO
7,79,pa,I-AUTO,AUTO
7,80,dang,I-AUTO,AUTO
7,81,/,I-AUTO,AUTO
7,82,de,I-AUTO,AUTO
7,83,bzhin,I-AUTO,AUTO
7,84,du,I-AUTO,AUTO
7,85,tshul,I-AUTO,AUTO
7,86,tha,I-AUTO,AUTO
7,87,dad,I-AUTO,AUTO
7,88,pas,I-AUTO,AUTO
7,89,don,I-AUTO,AUTO
7,90,mdzad,I-AUTO,AUTO
7,91,pa,I-AUTO,AUTO
7,92,dang,I-AUTO,AUTO
7,93,/,I-AUTO,AUTO
7,94,zhing,I-AUTO,AUTO
7,95,tha,I-AUTO,AUTO
7,96,dad,I-AUTO,AUTO
7,97,du,I-AUTO,AUTO
7,98,don,I-AUTO,AUTO
7,99,mdzad,I-AUTO,AUTO
7,100,pa,I-AUTO,AUTO
7,101,dang,I-AUTO,AUTO
7,102,/,I-AUTO,AUTO
7,103,dus,I-AUTO,AUTO
7,104,tha,I-AUTO,AUTO
7,105,dad,I-AUTO,AUTO
7,106,du,I-AUTO,AUTO
7,107,don,I-AUTO,AUTO
7,108,mdzad,I-AUTO,AUTO
7,109,pa,I-AUTO,AUTO
7,110,mi,I-AUTO,AUTO
7,111,mnga',I-AUTO,AUTO
7,112,ste/,I-AUTO,AUTO
7,113,ji,I-AUTO,AUTO
7,114,srid,I-AUTO,AUTO
7,115,du,I-AUTO,AUTO
7,116,theg,I-AUTO,AUTO
7,117,pa,I-AUTO,AUTO
7,118,che,I-AUTO,AUTO
7,119,chung,I-AUTO,AUTO
7,120,gi,I-AUTO,AUTO
7,121,gsung,I-AUTO,AUTO
7,122,rab,I-AUTO,AUTO
7,123,rnams,I-AUTO,AUTO
7,124,las,I-AUTO,AUTO
7,125,'phags,I-AUTO,AUTO
7,126,pa,I-AUTO,AUTO
7,127,'jam,I-AUTO,AUTO
7,128,dpal,I-AUTO,AUTO
7,129,zhes,I-AUTO,AUTO
7,130,grags,I-AUTO,AUTO
7,131,pa,I-AUTO,AUTO
7,132,dang,I-AUTO,AUTO
7,133,/,I-AUTO,AUTO
7,134,spyan,I-AUTO,AUTO
7,135,ras,I-AUTO,AUTO
7,136,gzigs,I-AUTO,AUTO
7,137,dbang,I-AUTO,AUTO
7,138,phyug,I-AUTO,AUTO
7,139,dang,I-AUTO,AUTO
7,140,/,I-AUTO,AUTO
7,141,phyag,I-AUTO,AUTO
7,142,na,I-AUTO,AUTO
7,143,rdo,I-AUTO,AUTO
7,144,rje,I-AUTO,AUTO
7,145,zhe'am/,I-AUTO,AUTO
7,146,sangs,I-AUTO,AUTO
7,147,rgyas,I-AUTO,AUTO
7,148,shakya,I-AUTO,AUTO
7,149,thub,I-AUTO,AUTO
7,150,pa,I-AUTO,AUTO
7,151,dang,I-AUTO,AUTO
7,152,/,I-AUTO,AUTO
7,153,mar,I-AUTO,AUTO
7,154,me,I-AUTO,AUTO
7,155,mdzad,I-AUTO,AUTO
7,156,dang,I-AUTO,AUTO
7,157,/,I-AUTO,AUTO
7,158,byams,I-AUTO,AUTO
7,159,pa,I-AUTO,AUTO
7,160,zhe'am/,I-AUTO,AUTO
7,161,rnam,I-AUTO,AUTO
7,162,par,I-AUTO,AUTO
7,163,snang,I-AUTO,AUTO
7,164,mdzad,I-AUTO,AUTO
7,165,dang,I-AUTO,AUTO
7,166,/,I-AUTO,AUTO
7,167,mi,I-AUTO,AUTO
7,168,bskyod,I-AUTO,AUTO
7,169,pa,I-AUTO,AUTO
7,170,dang,I-AUTO,AUTO
7,171,/,I-AUTO,AUTO
7,172,dkon,I-AUTO,AUTO
7,173,mchog,I-AUTO,AUTO
7,174,dpal,I-AUTO,AUTO
7,175,zhes,I-AUTO,AUTO
7,176,bya,I-AUTO,AUTO
7,177,ba,I-AUTO,AUTO
7,178,srtsogs,I-AUTO,AUTO
7,179,par,I-AUTO,AUTO
7,180,grags,I-AUTO,AUTO
7,181,pa,I-AUTO,AUTO
7,182,longs,I-AUTO,AUTO
7,183,spyod,I-AUTO,AUTO
7,184,rdzogs,I-AUTO,AUTO
7,185,pa,I-AUTO,AUTO
7,186,dang,I-AUTO,AUTO
7,187,sprul,I-AUTO,AUTO
7,188,pa'i,I-AUTO,AUTO
7,189,skur,I-AUTO,AUTO
7,190,grags,I-AUTO,AUTO
7,191,shing,I-AUTO,AUTO
7,192,/,I-AUTO,AUTO
7,193,so,I-AUTO,AUTO
7,194,so'i,I-AUTO,AUTO
7,195,gdul,I-AUTO,AUTO
7,196,bya,I-AUTO,AUTO
7,197,dang,I-AUTO,AUTO
7,198,/,I-AUTO,AUTO
7,199,zhing,I-AUTO,AUTO
7,200,khams,I-AUTO,AUTO
7,201,dang,I-AUTO,AUTO
7,202,/,I-AUTO,AUTO
7,203,tshul,I-AUTO,AUTO
7,204,dang,I-AUTO,AUTO
7,205,/,I-AUTO,AUTO
7,206,bstan,I-AUTO,AUTO
7,207,pa,I-AUTO,AUTO
7,208,dang,I-AUTO,AUTO
7,209,/,I-AUTO,AUTO
7,210,dus,I-AUTO,AUTO
7,211,tha,I-AUTO,AUTO
7,212,dad,I-AUTO,AUTO
7,213,du,I-AUTO,AUTO
7,214,ye,I-AUTO,AUTO
7,215,shes,I-AUTO,AUTO
7,216,chen,I-AUTO,AUTO
7,217,po'i,I-AUTO,AUTO
7,218,rten,I-AUTO,AUTO
7,219,du,I-AUTO,AUTO
7,220,snang,I-AUTO,AUTO
7,221,ba,I-AUTO,AUTO
7,222,thams,I-AUTO,AUTO
7,223,cad,I-AUTO,AUTO
7,224,kyang,I-AUTO,AUTO
7,225,/,I-AUTO,AUTO
7,226,sangs,I-AUTO,AUTO
7,227,rgyas,I-AUTO,AUTO
7,228,thams,I-AUTO,AUTO
7,229,cad,I-AUTO,AUTO
7,230,kyi,I-AUTO,AUTO
7,231,gnyis,I-AUTO,AUTO
7,232,su,I-AUTO,AUTO
7,233,med,I-AUTO,AUTO
7,234,pa'i,I-AUTO,AUTO
7,235,ye,I-AUTO,AUTO
7,236,shes,I-AUTO,AUTO
7,237,kyis,I-AUTO,AUTO
7,238,chos,I-AUTO,AUTO
7,239,nyid,I-AUTO,AUTO
7,240,rtogs,I-AUTO,AUTO
7,241,pa'i,I-AUTO,AUTO
7,242,dbang,I-AUTO,AUTO
7,243,dang,I-AUTO,AUTO
7,244,/,I-AUTO,AUTO
7,245,sngon,I-AUTO,AUTO
7,246,gyi,I-AUTO,AUTO
7,247,smon,I-AUTO,AUTO
7,248,lam,I-AUTO,AUTO
7,249,dang,I-AUTO,AUTO
7,250,thugs,I-AUTO,AUTO
7,251,rje'i,I-AUTO,AUTO
7,252,shugs,I-AUTO,AUTO
7,253,kyis,I-AUTO,AUTO
7,254,gdul,I-AUTO,AUTO
7,255,bya,I-AUTO,AUTO
7,256,dkar,I-AUTO,AUTO
7,257,po'i,I-AUTO,AUTO
7,258,bag,I-AUTO,AUTO
7,259,chags,I-AUTO,AUTO
7,260,dang,I-AUTO,AUTO
7,261,ldan,I-AUTO,AUTO
7,262,pa',I-AUTO,AUTO
7,263,i,I-AUTO,AUTO
7,264,blo,I-AUTO,AUTO
7,265,la,I-AUTO,AUTO
7,266,so,I-AUTO,AUTO
7,267,sor,I-AUTO,AUTO
7,268,snang,I-AUTO,AUTO
7,269,ba,I-AUTO,AUTO
7,270,tsam,I-AUTO,AUTO
7,271,gyis,I-AUTO,AUTO
7,272,phye,I-AUTO,AUTO
7,273,ba,I-AUTO,AUTO
7,274,la,I-AUTO,AUTO
7,275,gtogs,I-AUTO,AUTO
7,276,pa,I-AUTO,AUTO
7,277,sangs,I-AUTO,AUTO
7,278,rgyas,I-AUTO,AUTO
7,279,rnams,I-AUTO,AUTO
7,280,kyi,I-AUTO,AUTO
7,281,dbang,I-AUTO,AUTO
7,282,du,I-AUTO,AUTO
7,283,ni,I-AUTO,AUTO
7,284,bye,I-AUTO,AUTO
7,285,brag,I-AUTO,AUTO
7,286,phra,I-AUTO,AUTO
7,287,mo,I-AUTO,AUTO
7,288,tsam,I-AUTO,AUTO
7,289,yang,I-AUTO,AUTO
7,290,rnyed,I-AUTO,AUTO
7,291,pa,I-AUTO,AUTO
7,292,ma,I-AUTO,AUTO
7,293,yin,I-AUTO,AUTO
7,294,no//,I-AUTO,AUTO
8,0,de,I-AUTO,AUTO
8,1,bas,I-AUTO,AUTO
8,2,na,I-AUTO,AUTO
8,3,'dir,I-AUTO,AUTO
8,4,'phags,I-AUTO,AUTO
8,5,pa,I-AUTO,AUTO
8,6,'jam,I-AUTO,AUTO
8,7,dpal,I-AUTO,AUTO
8,8,gyi,I-AUTO,AUTO
8,9,yon,I-AUTO,AUTO
8,10,tan,I-AUTO,AUTO
8,11,brjod,I-AUTO,AUTO
8,12,pa,I-AUTO,AUTO
8,13,'di,I-AUTO,AUTO
8,14,ni/,I-AUTO,AUTO
8,15,phyogs,I-AUTO,AUTO
8,16,bcu,I-AUTO,AUTO
8,17,dus,I-AUTO,AUTO
8,18,gsum,I-AUTO,AUTO
8,19,gyi,I-AUTO,AUTO
8,20,sangs,I-AUTO,AUTO
8,21,rgyas,I-AUTO,AUTO
8,22,thams,I-AUTO,AUTO
8,23,cad,I-AUTO,AUTO
8,24,kyi,I-AUTO,AUTO
8,25,yon,I-AUTO,AUTO
8,26,tan,I-AUTO,AUTO
8,27,brjod,I-AUTO,AUTO
8,28,pa,I-AUTO,AUTO
8,29,yin,I-AUTO,AUTO
8,30,par,I-AUTO,AUTO
8,31,shes,I-AUTO,AUTO
8,32,par,I-AUTO,AUTO
8,33,bya'o//,I-AUTO,AUTO
9,0,de,I-AUTO,AUTO
9,1,la,I-AUTO,AUTO
9,2,'phags,I-AUTO,AUTO
9,3,pa,I-AUTO,AUTO
9,4,'jam,I-AUTO,AUTO
9,5,dpal,I-AUTO,AUTO
9,6,gyi,I-AUTO,AUTO
9,7,skur,I-AUTO,AUTO
9,8,snang,I-AUTO,AUTO
9,9,ba'i,I-AUTO,AUTO
9,10,tshul,I-AUTO,AUTO
9,11,la,I-AUTO,AUTO
9,12,brten,I-AUTO,AUTO
9,13,nas,I-AUTO,AUTO
9,14,tshul,I-AUTO,AUTO
9,15,so,I-AUTO,AUTO
9,16,sor,I-AUTO,AUTO
9,17,grags,I-AUTO,AUTO
9,18,pa,I-AUTO,AUTO
9,19,ni,I-AUTO,AUTO
9,20,'di,I-AUTO,AUTO
