token_id,token,label
210,de,I-AUTO
211,bzhin,I-AUTO
212,du,I-AUTO
213,de'i,I-AUTO
214,chos,I-AUTO
215,nyid,I-AUTO
216,dang,I-AUTO
217,de'i,I-AUTO
218,mdzad,I-AUTO
219,pa'ang,I-AUTO
220,gcig,I-AUTO
221,gam,I-AUTO
222,tha,I-AUTO
223,dad,I-AUTO
224,pa,I-AUTO
225,zhig,I-AUTO
226,zhe,I-AUTO
227,na/,I-AUTO
228,smras,I-AUTO
229,pa/,I-AUTO
230,de,I-AUTO
231,ni,I-AUTO
232,'di,I-AUTO
233,ltar,I-AUTO
234,rig,I-AUTO
235,par,I-AUTO
236,bya,I-AUTO
237,ste/,I-AUTO
238,kha,I-AUTO
239,cig,I-AUTO
240,ni,I-AUTO
241,tshul,I-AUTO
242,las,I-AUTO
243,ni/,I-AUTO
244,de,I-AUTO
245,bzhin,I-AUTO
246,gshegs,I-AUTO
247,pa,I-AUTO
248,rnams,I-AUTO
249,ni,I-AUTO
250,ye,I-AUTO
251,shes,I-AUTO
252,kyi,I-AUTO
253,rgyud,I-AUTO
254,kyang,I-AUTO
255,tha,I-AUTO
256,dad/,I-AUTO
257,de'i,I-AUTO
258,chos,I-AUTO
259,nyid,I-AUTO
260,dang,I-AUTO
261,/,I-AUTO
262,de'i,I-AUTO
263,mdzad,I-AUTO
264,pa'ang,I-AUTO
265,tha,I-AUTO
266,dad,I-AUTO
267,de/,I-AUTO
268,'on,I-AUTO
269,kyang,I-AUTO
270,rnam,I-AUTO
271,pa,I-AUTO
272,bzhi'i,I-AUTO
273,sgo,I-AUTO
274,nas,I-AUTO
275,mtshungs,I-AUTO
276,pa,I-AUTO
277,yin,I-AUTO
278,no//,I-AUTO
279,bzhi,I-AUTO
280,gang,I-AUTO
281,zhe,I-AUTO
282,na/,I-AUTO
283,chos,I-AUTO
284,mtshungs,I-AUTO
285,pa,I-AUTO
286,dang,I-AUTO
287,/,I-AUTO
288,sku,I-AUTO
289,mtshungs,I-AUTO
290,pa,I-AUTO
291,dang,I-AUTO
292,/,I-AUTO
293,gsung,I-AUTO
294,mtshungs,I-AUTO
295,pa,I-AUTO
296,dang,I-AUTO
297,/,I-AUTO
298,yi,I-AUTO
299,ge,I-AUTO
300,mtshungs,I-AUTO
301,pa'o,I-AUTO
302,zhes,I-AUTO
303,'dod,I-AUTO
304,do//,I-AUTO
305,kha,I-AUTO
306,cig,I-AUTO
307,gi,I-AUTO
308,tshul,I-AUTO
309,las,I-AUTO
310,ni/,I-AUTO
311,ye,I-AUTO
312,shes,I-AUTO
313,ni,I-AUTO
314,gang,I-AUTO
315,zag,I-AUTO
316,gi,I-AUTO
317,rgyud,I-AUTO
318,so,I-AUTO
319,so,I-AUTO
320,las,I-AUTO
321,bsgrub,I-AUTO
322,pa'i,I-AUTO
323,phyir,I-AUTO
324,tha,I-AUTO
325,dad,I-AUTO
326,de/,I-AUTO
327,de'i,I-AUTO
328,chos,I-AUTO
329,nyid,I-AUTO
330,dang,I-AUTO
331,/,I-AUTO
332,mdzad,I-AUTO
333,pa,I-AUTO
334,dag,I-AUTO
335,ni,I-AUTO
336,'dres,I-AUTO
337,pa,I-AUTO
338,ste/,I-AUTO
339,tha,I-AUTO
340,dad,I-AUTO
341,med,I-AUTO
342,do,I-AUTO
343,zhes,I-AUTO
344,'dod,I-AUTO
345,do//,I-AUTO
346,kha,I-AUTO
347,cig,I-AUTO
348,gi,I-AUTO
349,tshul,I-AUTO
350,las,I-AUTO
351,ni/,I-AUTO
352,bdag,I-AUTO
353,dang,I-AUTO
354,gzhan,I-AUTO
355,gyi,I-AUTO
356,rgyud,I-AUTO
357,du,I-AUTO
358,'byed,I-AUTO
359,pa,I-AUTO
360,ni,I-AUTO
361,bdag,I-AUTO
362,tu,I-AUTO
363,lta,I-AUTO
364,ba'i,I-AUTO
365,bag,I-AUTO
366,chags,I-AUTO
367,yin,I-AUTO
368,la//,I-AUTO
369,bdag,I-AUTO
370,tu,I-AUTO
371,lta,I-AUTO
372,ba,I-AUTO
373,ni,I-AUTO
374,'khrul,I-AUTO
375,pa,I-AUTO
376,ste/,I-AUTO
377,des,I-AUTO
378,bskyed,I-AUTO
379,cing,I-AUTO
380,de'i,I-AUTO
381,dbang,I-AUTO
382,gis,I-AUTO
383,snang,I-AUTO
384,ba,I-AUTO
385,ni/,I-AUTO
386,de,I-AUTO
387,ltar,I-AUTO
388,bden,I-AUTO
389,pa,I-AUTO
390,ma,I-AUTO
391,yin,I-AUTO
392,pas/,I-AUTO
393,sems,I-AUTO
394,can,I-AUTO
395,gyi,I-AUTO
396,dus,I-AUTO
397,na,I-AUTO
398,yang,I-AUTO
399,rgyud,I-AUTO
400,tha,I-AUTO
401,dad,I-AUTO
402,mi,I-AUTO
403,'grub,I-AUTO
404,na/,I-AUTO
405,bdag,I-AUTO
406,tu,I-AUTO
407,lta,I-AUTO
408,ba'i,I-AUTO
409,mdud,I-AUTO
410,pa,I-AUTO
411,mi,I-AUTO
412,mnga',I-AUTO
413,ba'i,I-AUTO
414,sangs,I-AUTO
415,rgyas,I-AUTO
416,rnams,I-AUTO
417,la/,I-AUTO
418,ye,I-AUTO
419,shes,I-AUTO
420,tha,I-AUTO
421,dad,I-AUTO
422,kyi,I-AUTO
423,rgyud,I-AUTO
424,ga,I-AUTO
425,la,I-AUTO
426,grub,I-AUTO
427,ste/,I-AUTO
428,de,I-AUTO
429,bas,I-AUTO
430,na,I-AUTO
431,sangs,I-AUTO
432,rgyas,I-AUTO
433,rnams,I-AUTO
434,la,I-AUTO
435,ni,I-AUTO
436,rgyud,I-AUTO
437,tha,I-AUTO
438,dad,I-AUTO
439,pa,I-AUTO
440,dang,I-AUTO
441,/,I-AUTO
442,rgyud,I-AUTO
443,tha,I-AUTO
444,dad,I-AUTO
445,pas,I-AUTO
446,don,I-AUTO
447,mdzad,I-AUTO
448,pa,I-AUTO
449,dang,I-AUTO
450,/,I-AUTO
451,de,I-AUTO
452,bzhin,I-AUTO
453,du,I-AUTO
454,tshul,I-AUTO
455,tha,I-AUTO
456,dad,I-AUTO
457,pas,I-AUTO
458,don,I-AUTO
459,mdzad,I-AUTO
460,pa,I-AUTO
461,dang,I-AUTO
462,/,I-AUTO
463,zhing,I-AUTO
464,tha,I-AUTO
465,dad,I-AUTO
466,du,I-AUTO
467,don,I-AUTO
468,mdzad,I-AUTO
469,pa,I-AUTO
470,dang,I-AUTO
471,/,I-AUTO
472,dus,I-AUTO
473,tha,I-AUTO
474,dad,I-AUTO
475,du,I-AUTO
476,don,I-AUTO
477,mdzad,I-AUTO
478,pa,I-AUTO
479,mi,I-AUTO
480,mnga',I-AUTO
481,ste/,I-AUTO
482,ji,I-AUTO
483,srid,I-AUTO
484,du,I-AUTO
485,theg,I-AUTO
486,pa,I-AUTO
487,che,I-AUTO
488,chung,I-AUTO
489,gi,I-AUTO
490,gsung,I-AUTO
491,rab,I-AUTO
492,rnams,I-AUTO
493,las,I-AUTO
494,'phags,I-AUTO
495,pa,I-AUTO
496,'jam,I-AUTO
497,dpal,I-AUTO
498,zhes,I-AUTO
499,grags,I-AUTO
500,pa,I-AUTO
501,dang,I-AUTO
502,/,I-AUTO
503,spyan,I-AUTO
504,ras,I-AUTO
505,gzigs,I-AUTO
506,dbang,I-AUTO
507,phyug,I-AUTO
508,dang,I-AUTO
509,/,I-AUTO
510,phyag,I-AUTO
511,na,I-AUTO
512,rdo,I-AUTO
513,rje,I-AUTO
514,zhe'am/,I-AUTO
515,sangs,I-AUTO
516,rgyas,I-AUTO
517,shakya,I-AUTO
518,thub,I-AUTO
519,pa,I-AUTO
520,dang,I-AUTO
521,/,I-AUTO
522,mar,I-AUTO
523,me,I-AUTO
524,mdzad,I-AUTO
525,dang,I-AUTO
526,/,I-AUTO
527,byams,I-AUTO
528,pa,I-AUTO
529,zhe'am/,I-AUTO
530,rnam,I-AUTO
531,par,I-AUTO
532,snang,I-AUTO
533,mdzad,I-AUTO
534,dang,I-AUTO
535,/,I-AUTO
536,mi,I-AUTO
537,bskyod,I-AUTO
538,pa,I-AUTO
539,dang,I-AUTO
540,/,I-AUTO
541,dkon,I-AUTO
542,mchog,I-AUTO
543,dpal,I-AUTO
544,zhes,I-AUTO
545,bya,I-AUTO
546,ba,I-AUTO
547,srtsogs,I-AUTO
548,par,I-AUTO
549,grags,I-AUTO
550,pa,I-AUTO
551,longs,I-AUTO
552,spyod,I-AUTO
553,rdzogs,I-AUTO
554,pa,I-AUTO
555,dang,I-AUTO
556,sprul,I-AUTO
557,pa'i,I-AUTO
558,skur,I-AUTO
559,grags,I-AUTO
560,shing,I-AUTO
561,/,I-AUTO
562,so,I-AUTO
563,so'i,I-AUTO
564,gdul,I-AUTO
565,bya,I-AUTO
566,dang,I-AUTO
567,/,I-AUTO
568,zhing,I-AUTO
569,khams,I-AUTO
570,dang,I-AUTO
571,/,I-AUTO
572,tshul,I-AUTO
573,dang,I-AUTO
574,/,I-AUTO
575,bstan,I-AUTO
576,pa,I-AUTO
577,dang,I-AUTO
578,/,I-AUTO
579,dus,I-AUTO
580,tha,I-AUTO
581,dad,I-AUTO
582,du,I-AUTO
583,ye,I-AUTO
584,shes,I-AUTO
585,chen,I-AUTO
586,po'i,I-AUTO
587,rten,I-AUTO
588,du,I-AUTO
589,snang,I-AUTO
590,ba,I-AUTO
591,thams,I-AUTO
592,cad,I-AUTO
593,kyang,I-AUTO
594,/,I-AUTO
595,sangs,I-AUTO
596,rgyas,I-AUTO
597,thams,I-AUTO
598,cad,I-AUTO
599,kyi,I-AUTO
600,gnyis,I-AUTO
601,su,I-AUTO
602,med,I-AUTO
603,pa'i,I-AUTO
604,ye,I-AUTO
605,shes,I-AUTO
606,kyis,I-AUTO
607,chos,I-AUTO
608,nyid,I-AUTO
609,rtogs,I-AUTO
610,pa'i,I-AUTO
611,dbang,I-AUTO
612,dang,I-AUTO
613,/,I-AUTO
614,sngon,I-AUTO
615,gyi,I-AUTO
616,smon,I-AUTO
617,lam,I-AUTO
618,dang,I-AUTO
619,thugs,I-AUTO
620,rje'i,I-AUTO
621,shugs,I-AUTO
622,kyis,I-AUTO
623,gdul,I-AUTO
624,bya,I-AUTO
625,dkar,I-AUTO
626,po'i,I-AUTO
627,bag,I-AUTO
628,chags,I-AUTO
629,dang,I-AUTO
630,ldan,I-AUTO
631,pa',I-AUTO
632,i,I-AUTO
633,blo,I-AUTO
634,la,I-AUTO
635,so,I-AUTO
636,sor,I-AUTO
637,snang,I-AUTO
638,ba,I-AUTO
639,tsam,I-AUTO
640,gyis,I-AUTO
641,phye,I-AUTO
642,ba,I-AUTO
643,la,I-AUTO
644,gtogs,I-AUTO
645,pa,I-AUTO
646,sangs,I-AUTO
647,rgyas,I-AUTO
648,rnams,I-AUTO
649,kyi,I-AUTO
650,dbang,I-AUTO
651,du,I-AUTO
652,ni,I-AUTO
653,bye,I-AUTO
654,brag,I-AUTO
655,phra,I-AUTO
656,mo,I-AUTO
657,tsam,I-AUTO
658,yang,I-AUTO
659,rnyed,I-AUTO
660,pa,I-AUTO
661,ma,I-AUTO
662,yin,I-AUTO
663,no//,I-AUTO
664,de,I-AUTO
665,bas,I-AUTO
666,na,I-AUTO
667,'dir,I-AUTO
668,'phags,I-AUTO
669,pa,I-AUTO
670,'jam,I-AUTO
671,dpal,I-AUTO
672,gyi,I-AUTO
673,yon,I-AUTO
674,tan,I-AUTO
675,brjod,I-AUTO
676,pa,I-AUTO
677,'di,I-AUTO
678,ni/,I-AUTO
679,phyogs,I-AUTO
680,bcu,I-AUTO
681,dus,I-AUTO
682,gsum,I-AUTO
683,gyi,I-AUTO
684,sangs,I-AUTO
685,rgyas,I-AUTO
686,thams,I-AUTO
687,cad,I-AUTO
688,kyi,I-AUTO
689,yon,I-AUTO
690,tan,I-AUTO
691,brjod,I-AUTO
692,pa,I-AUTO
693,yin,I-AUTO
694,par,I-AUTO
695,shes,I-AUTO
696,par,I-AUTO
697,bya'o//,I-AUTO
698,de,I-AUTO
699,la,I-AUTO
700,'phags,I-AUTO
701,pa,I-AUTO
702,'jam,I-AUTO
703,dpal,I-AUTO
704,gyi,I-AUTO
705,skur,I-AUTO
706,snang,I-AUTO
707,ba'i,I-AUTO
708,tshul,I-AUTO
709,la,I-AUTO
710,brten,I-AUTO
711,nas,I-AUTO
712,tshul,I-AUTO
713,so,I-AUTO
714,sor,I-AUTO
715,grags,I-AUTO
716,pa,I-AUTO
717,ni,I-AUTO
718,'di,I-AUTO
719,ste,I-AUTO
720,ste/,I-AUTO
721,nyan,I-AUTO
722,thos,I-AUTO
723,kyi,I-AUTO
724,tshul,I-AUTO
725,las,I-AUTO
726,ni/,I-AUTO
727,'phags,I-AUTO
728,pa,I-AUTO
729,'jam,I-AUTO
730,dpal,I-AUTO
731,zhes,I-AUTO
732,bya,I-AUTO
733,ba,I-AUTO
734,byang,I-AUTO
735,chub,I-AUTO
736,sems,I-AUTO
737,dpa'i,I-AUTO
738,rgyud,I-AUTO
739,du,I-AUTO
740,gtogs,I-AUTO
741,pa/,I-AUTO
742,da,I-AUTO
743,dung,I-AUTO
744,'phags,I-AUTO
745,pa'i,I-AUTO
746,lam,I-AUTO
747,ma,I-AUTO
748,thob,I-AUTO
749,pa,I-AUTO
750,so,I-AUTO
751,so'i,I-AUTO
752,skye,I-AUTO
753,bor,I-AUTO
754,'dod,I-AUTO
755,do//,I-AUTO
756,pha,I-AUTO
757,rol,I-AUTO
758,tu,I-AUTO
759,phyin,I-AUTO
760,pa'i,I-AUTO
761,tshul,I-AUTO
762,thun,I-AUTO
763,mong,I-AUTO
764,du,I-AUTO
765,grags,I-AUTO
766,pa,I-AUTO
767,las,I-AUTO
768,ni/,I-AUTO
769,byang,I-AUTO
770,chub,I-AUTO
771,sems,I-AUTO
772,dpa',I-AUTO
773,sa,I-AUTO
774,bcu'i,I-AUTO
775,dbang,I-AUTO
776,phyug,I-AUTO
777,to,I-AUTO
778,'dod,I-AUTO
779,do//,I-AUTO
780,'dzam,I-AUTO
781,bu'i,I-AUTO
782,gling,I-AUTO
783,na,I-AUTO
784,yang,I-AUTO
785,bcom,I-AUTO
786,ldan,I-AUTO
787,'das,I-AUTO
788,shakya,I-AUTO
789,thub,I-AUTO
790,pa'i,I-AUTO
791,'khor,I-AUTO
792,du,I-AUTO
793,gyur,I-AUTO
794,pa,I-AUTO
795,yin,I-AUTO
796,la/,I-AUTO
797,'og,I-AUTO
798,min,I-AUTO
799,na,I-AUTO
800,yang,I-AUTO
801,bcom,I-AUTO
802,ldan,I-AUTO
803,'das,I-AUTO
804,rnam,I-AUTO
805,par,I-AUTO
806,snang,I-AUTO
807,mdzad,I-AUTO
808,kyi,I-AUTO
809,nye,I-AUTO
810,ba'i,I-AUTO
811,sras,I-AUTO
812,su,I-AUTO
813,gyur,I-AUTO
814,pa,I-AUTO
815,yin,I-AUTO
816,no,I-AUTO
817,zhe'o//,I-AUTO
818,mdo,I-AUTO
819,sde,I-AUTO
820,zab,I-AUTO
821,mo'i,I-AUTO
822,tshul,I-AUTO
823,las,I-AUTO
824,ni/,I-AUTO
825,sngon,I-AUTO
826,gyi,I-AUTO
827,dus,I-AUTO
828,su,I-AUTO
829,sangs,I-AUTO
830,rgyas,I-AUTO
831,pa,I-AUTO
832,ste/,I-AUTO
833,byang,I-AUTO
834,chub,I-AUTO
835,sems,I-AUTO
836,dpa'i,I-AUTO
837,tshul,I-AUTO
838,du,I-AUTO
839,bzhugs,I-AUTO
840,pa'o,I-AUTO
841,zhe'o//,I-AUTO
842,gsang,I-AUTO
843,sngags,I-AUTO
844,kyi,I-AUTO
845,tshul,I-AUTO
846,las,I-AUTO
847,ni,I-AUTO
848,kha,I-AUTO
849,cig,I-AUTO
850,las/,I-AUTO
851,rigs,I-AUTO
852,kyi,I-AUTO
853,gtso,I-AUTO
854,bo,I-AUTO
855,de,I-AUTO
856,bzhin,I-AUTO
857,gshegs,I-AUTO
858,pa'i,I-AUTO
859,gtsug,I-AUTO
860,tor,I-AUTO
861,las,I-AUTO
862,sprul,I-AUTO
863,pa'i,I-AUTO
864,bdag,I-AUTO
865,nyid,I-AUTO
866,byang,I-AUTO
867,chub,I-AUTO
868,sems,I-AUTO
869,dpa'i,I-AUTO
870,tshul,I-AUTO
871,du,I-AUTO
872,bzhugs,I-AUTO
873,par,I-AUTO
874,'dod,I-AUTO
875,do//,I-AUTO
876,rnal,I-AUTO
877,'byor,I-AUTO
878,gyi,I-AUTO
879,tshul,I-AUTO
880,kha,I-AUTO
881,cig,I-AUTO
882,las,I-AUTO
883,ni/,I-AUTO
884,bcom,I-AUTO
885,ldan,I-AUTO
886,'das,I-AUTO
887,rnam,I-AUTO
888,par,I-AUTO
889,snang,I-AUTO
890,mdzad,I-AUTO
891,kyi,I-AUTO
892,thugs,I-AUTO
893,las,I-AUTO
894,sprul,I-AUTO
895,pa'i,I-AUTO
896,ye,I-AUTO
897,shes,I-AUTO
898,kyi,I-AUTO
899,sems,I-AUTO
900,dpa',I-AUTO
901,chen,I-AUTO
902,po,I-AUTO
903,bcu,I-AUTO
904,drug,I-AUTO
905,las/,I-AUTO
906,rdo,I-AUTO
907,rje,I-AUTO
908,rnon,I-AUTO
909,po,I-AUTO
910,ste,I-AUTO
911,'jam,I-AUTO
912,dpal,I-AUTO
913,rdo,I-AUTO
914,rje,I-AUTO
915,zhes,I-AUTO
916,'dod,I-AUTO
917,do//,I-AUTO
918,rnal,I-AUTO
919,'byor,I-AUTO
920,chen,I-AUTO
921,po'i,I-AUTO
922,tshul,I-AUTO
923,kha,I-AUTO
924,cig,I-AUTO
925,las,I-AUTO
926,ni/,I-AUTO
927,'jam,I-AUTO
928,dpal,I-AUTO
929,ye,I-AUTO
930,shes,I-AUTO
931,sems,I-AUTO
932,dpa',I-AUTO
933,zhes,I-AUTO
934,kyang,I-AUTO
935,bya//,I-AUTO
936,byang,I-AUTO
937,chub,I-AUTO
938,sems,I-AUTO
939,dpa',I-AUTO
940,rdo,I-AUTO
941,rje,I-AUTO
942,zhes,I-AUTO
943,kyang,I-AUTO
944,bya/,I-AUTO
945,de,I-AUTO
946,bzhin,I-AUTO
947,du/,I-AUTO
948,rdo,I-AUTO
949,rje,I-AUTO
950,sems,I-AUTO
951,dpa',I-AUTO
952,dang,I-AUTO
953,/,I-AUTO
954,kun,I-AUTO
955,tu,I-AUTO
956,bzang,I-AUTO
957,po,I-AUTO
958,dang,I-AUTO
959,/,I-AUTO
960,bde,I-AUTO
961,ba,I-AUTO
962,chen,I-AUTO
963,po,I-AUTO
964,la,I-AUTO
965,srtsogs,I-AUTO
966,pa,I-AUTO
967,sangs,I-AUTO
968,rgyas,I-AUTO
969,thams,I-AUTO
970,cad,I-AUTO
971,kyi,I-AUTO
972,gtso,I-AUTO
973,bo//,I-AUTO
974,dkyil,I-AUTO
975,'khor,I-AUTO
976,thams,I-AUTO
977,cad,I-AUTO
978,kyi,I-AUTO
979,mnga',I-AUTO
980,bdag,I-AUTO
981,nyid,I-AUTO
982,du,I-AUTO
983,yang,I-AUTO
984,ston,I-AUTO
985,to//,I-AUTO
986,'jam,I-AUTO
987,dpal,I-AUTO
988,sgyu,I-AUTO
989,'phrul,I-AUTO
990,drwa,I-AUTO
991,ba,I-AUTO
992,las,I-AUTO
993,ni/,I-AUTO
994,de,I-AUTO
995,bzhin,I-AUTO
996,gshegs,I-AUTO
997,pa,I-AUTO
998,thams,I-AUTO
999,cad,I-AUTO
1000,kyi,I-AUTO
1001,thugs,I-AUTO
1002,ka,I-AUTO
1003,na,I-AUTO
1004,'jam,I-AUTO
1005,pa'i,I-AUTO
1006,rdo,I-AUTO
1007,rje,I-AUTO
1008,bzhugs,I-AUTO
1009,te/,I-AUTO
1010,de,I-AUTO
1011,yang,I-AUTO
1012,dang,I-AUTO
1013,po'i,I-AUTO
1014,sangs,I-AUTO
1015,rgyas,I-AUTO
1016,kyi,I-AUTO
1017,tshul,I-AUTO
1018,dang,I-AUTO
1019,/,I-AUTO
1020,ye,I-AUTO
1021,shes,I-AUTO
1022,sems,I-AUTO
1023,dpa'i,I-AUTO
1024,tshul,I-AUTO
1025,gyis,I-AUTO
1026,bzhugs,I-AUTO
1027,so,I-AUTO
1028,zhes,I-AUTO
1029,'dod,I-AUTO
1030,do//,I-AUTO
1031,'di,I-AUTO
1032,dag,I-AUTO
1033,ni,I-AUTO
1034,'phags,I-AUTO
1035,pa,I-AUTO
1036,'jam,I-AUTO
1037,dpal,I-AUTO
1038,gyi,I-AUTO
1039,bdag,I-AUTO
1040,nyid,I-AUTO
1041,bstan,I-AUTO
1042,pa'o//,I-AUTO
1043,'phags,I-AUTO
1044,pa,I-AUTO
1045,'jam,I-AUTO
1046,dpal,I-AUTO
1047,de'i,I-AUTO
1048,mtshan,I-AUTO
1049,ni,I-AUTO
1050,gang,I-AUTO
1051,dang,I-AUTO
1052,gang,I-AUTO
1053,rnams,I-AUTO
1054,yin,I-AUTO
1055,zhe,I-AUTO
1056,na/,I-AUTO
1057,ji,I-AUTO
1058,srid,I-AUTO
1059,du,I-AUTO
1060,zag,I-AUTO
1061,pa,I-AUTO
1062,dang,I-AUTO
1063,bcas,I-AUTO
1064,pa'i,I-AUTO
1065,chos,I-AUTO
1066,sam/,I-AUTO
1067,zag,I-AUTO
1068,pa,I-AUTO
1069,med,I-AUTO
1070,pa'i,I-AUTO
1071,chos,I-AUTO
1072,sam/,I-AUTO
1073,'jig,I-AUTO
1074,rten,I-AUTO
1075,pa'am/,I-AUTO
1076,'jig,I-AUTO
1077,rten,I-AUTO
1078,las,I-AUTO
1079,'das,I-AUTO
1080,pa'am/,I-AUTO
1081,'dus,I-AUTO
1082,byas,I-AUTO
1083,sam/,I-AUTO
1084,'dus,I-AUTO
1085,ma,I-AUTO
1086,byas,I-AUTO
1087,sam/,I-AUTO
1088,dngos,I-AUTO
1089,po'am/,I-AUTO
1090,dngos,I-AUTO
1091,po,I-AUTO
1092,med,I-AUTO
1093,pa'am/,I-AUTO
1094,sems,I-AUTO
1095,sam/,I-AUTO
1096,sems,I-AUTO
1097,snang,I-AUTO
1098,ba,I-AUTO
1099,la,I-AUTO
1100,srtsogs,I-AUTO
1101,te/,I-AUTO
1102,ji,I-AUTO
1103,srid,I-AUTO
1104,du,I-AUTO
1105,chos,I-AUTO
1106,rnams,I-AUTO
1107,kyi,I-AUTO
1108,rnam,I-AUTO
1109,pa'i,I-AUTO
1110,rab,I-AUTO
1111,tu,I-AUTO
1112,dbye,I-AUTO
